CODGEO,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region,region_code,est_passoire
78039,C,F,maison,1985,132.4,290.0,2021-09-28,Île-de-France,11,0
94200,F,G,appartement,1956,42.6,559.0,2021-09-28,Île-de-France,11,1
77151,C,C,appartement,1993,32.7,299.0,2021-09-28,Île-de-France,11,0
78217,C,D,appartement,2002,144.6,179.0,2021-09-29,Île-de-France,11,0
91330,D,G,maison,1975,129.2,191.0,2021-09-29,Île-de-France,11,0
95322,C,E,appartement,2008,47.6,307.0,2021-09-29,Île-de-France,11,0
91196,G,E,appartement,1934,64.1,507.0,2021-09-29,Île-de-France,11,1
94035,C,E,appartement,2001,45.5,219.0,2021-09-30,Île-de-France,11,0
78203,F,D,appartement,1956,84.1,379.0,2021-09-30,Île-de-France,11,1
94146,C,C,maison,1987,83.4,160.0,2021-09-30,Île-de-France,11,0
92192,E,G,appartement,1990,77.0,428.0,2021-09-30,Île-de-France,11,0
95050,D,D,maison,1981,63.3,216.0,2021-10-01,Île-de-France,11,0
91095,D,F,appartement,1991,85.3,207.0,2021-10-01,Île-de-France,11,0
93026,C,D,appartement,2001,40.6,153.0,2021-10-01,Île-de-France,11,0
94142,G,G,appartement,1922,26.2,432.0,2021-10-01,Île-de-France,11,1
91366,C,E,appartement,2007,32.6,203.0,2021-10-02,Île-de-France,11,0
93218,E,F,appartement,1984,86.3,372.0,2021-10-02,Île-de-France,11,0
95225,F,E,appartement,1961,48.4,391.0,2021-10-02,Île-de-France,11,1
75113,C,G,maison,2016,88.5,217.0,2021-10-02,Île-de-France,11,0
93183,B,E,maison,2004,53.1,102.0,2021-10-03,Île-de-France,11,0
75024,C,D,appartement,2007,67.0,154.0,2021-10-03,Île-de-France,11,0
94321,C,E,appartement,1992,75.4,152.0,2021-10-03,Île-de-France,11,0
95099,C,F,appartement,1995,21.1,218.0,2021-10-03,Île-de-France,11,0
91302,C,E,maison,1986,67.4,254.0,2021-10-04,Île-de-France,11,0
95116,B,E,appartement,2009,36.8,81.0,2021-10-04,Île-de-France,11,0
77130,F,B,appartement,1968,107.2,520.0,2021-10-04,Île-de-France,11,1
78227,E,G,maison,1965,117.5,584.0,2021-10-04,Île-de-France,11,0
94338,E,D,appartement,1980,201.4,497.0,2021-10-05,Île-de-France,11,0
77243,B,F,appartement,1997,82.1,79.0,2021-10-05,Île-de-France,11,0
78317,D,D,appartement,1994,40.3,212.0,2021-10-05,Île-de-France,11,0
92305,E,E,maison,1994,55.4,385.0,2021-10-05,Île-de-France,11,0
95287,F,A,immeuble,1972,90.9,354.0,2021-10-06,Île-de-France,11,1
93265,D,E,appartement,1966,73.8,268.0,2021-10-06,Île-de-France,11,0
93026,B,G,maison,1986,116.7,76.0,2021-10-06,Île-de-France,11,0
93322,C,E,maison,2009,68.2,300.0,2021-10-06,Île-de-France,11,0
91042,E,E,appartement,1971,66.5,439.0,2021-10-07,Île-de-France,11,0
92200,B,E,maison,1988,67.1,102.0,2021-10-07,Île-de-France,11,0
93169,E,E,appartement,1979,32.2,481.0,2021-10-07,Île-de-France,11,0
78211,F,E,appartement,1926,69.0,630.0,2021-10-08,Île-de-France,11,1
93038,D,E,maison,1978,56.8,170.0,2021-10-08,Île-de-France,11,0
77287,E,E,maison,1972,129.6,570.0,2021-10-08,Île-de-France,11,0
94221,G,D,maison,1947,26.2,571.0,2021-10-08,Île-de-France,11,1
94092,G,G,appartement,1973,69.6,357.0,2021-10-09,Île-de-France,11,1
95267,C,B,maison,2013,116.1,268.0,2021-10-09,Île-de-France,11,0
93279,F,G,appartement,1931,52.1,676.0,2021-10-09,Île-de-France,11,1
95333,E,F,maison,1990,50.8,696.0,2021-10-09,Île-de-France,11,0
94374,D,E,appartement,1988,79.5,155.0,2021-10-10,Île-de-France,11,0
93301,D,F,appartement,1972,64.2,156.0,2021-10-10,Île-de-France,11,0
92021,D,F,maison,1994,29.5,312.0,2021-10-10,Île-de-France,11,0
77043,C,E,immeuble,2002,121.3,209.0,2021-10-10,Île-de-France,11,0
92073,D,D,appartement,1990,62.4,297.0,2021-10-11,Île-de-France,11,0
78203,F,E,appartement,1934,86.7,650.0,2021-10-11,Île-de-France,11,1
95115,C,F,maison,1988,38.5,237.0,2021-10-11,Île-de-France,11,0
92178,D,E,maison,1971,89.2,193.0,2021-10-11,Île-de-France,11,0
94157,E,E,maison,1988,82.5,645.0,2021-10-12,Île-de-France,11,0
78254,E,E,appartement,1968,101.7,346.0,2021-10-12,Île-de-France,11,0
92261,F,D,immeuble,1944,102.2,487.0,2021-10-12,Île-de-France,11,1
75066,D,F,appartement,1986,84.8,300.0,2021-10-12,Île-de-France,11,0
91272,D,C,appartement,1978,107.2,221.0,2021-10-13,Île-de-France,11,0
94050,B,D,immeuble,2017,69.2,119.0,2021-10-13,Île-de-France,11,0
93045,B,D,maison,1996,43.2,107.0,2021-10-13,Île-de-France,11,0
91330,D,E,appartement,1973,80.7,171.0,2021-10-13,Île-de-France,11,0
93183,C,D,appartement,2018,44.7,312.0,2021-10-14,Île-de-France,11,0
78084,G,C,appartement,1931,144.4,390.0,2021-10-14,Île-de-France,11,1
92189,E,F,maison,1978,88.9,546.0,2021-10-14,Île-de-France,11,0
92259,D,D,maison,1965,154.3,239.0,2021-10-14,Île-de-France,11,0
95225,D,G,appartement,1986,48.4,223.0,2021-10-15,Île-de-France,11,0
92312,C,E,appartement,1988,72.1,248.0,2021-10-15,Île-de-France,11,0
91210,D,E,maison,1965,94.2,279.0,2021-10-15,Île-de-France,11,0
91183,D,D,maison,1985,110.2,185.0,2021-10-15,Île-de-France,11,0
94107,G,D,appartement,1929,51.0,352.0,2021-10-16,Île-de-France,11,1
95330,D,D,appartement,1969,85.8,308.0,2021-10-16,Île-de-France,11,0
91152,C,D,maison,2015,98.4,323.0,2021-10-16,Île-de-France,11,0
78219,E,A,appartement,1991,93.3,374.0,2021-10-16,Île-de-France,11,0
93294,F,C,appartement,1974,133.6,527.0,2021-10-17,Île-de-France,11,1
93327,G,B,appartement,1926,51.4,472.0,2021-10-17,Île-de-France,11,1
95378,E,D,appartement,1984,52.5,623.0,2021-10-17,Île-de-France,11,0
91233,F,B,maison,1960,114.6,660.0,2021-10-17,Île-de-France,11,1
94178,B,E,maison,1999,85.1,93.0,2021-10-18,Île-de-France,11,0
77191,D,E,maison,1969,131.7,312.0,2021-10-18,Île-de-France,11,0
95337,D,F,appartement,1979,31.3,220.0,2021-10-18,Île-de-France,11,0
92104,D,E,maison,1993,40.4,289.0,2021-10-19,Île-de-France,11,0
92286,F,G,appartement,1968,75.7,535.0,2021-10-19,Île-de-France,11,1
91041,B,E,immeuble,1999,56.9,82.0,2021-10-19,Île-de-France,11,0
92269,E,F,maison,1971,86.1,410.0,2021-10-19,Île-de-France,11,0
75006,G,E,maison,1943,87.1,539.0,2021-10-20,Île-de-France,11,1
77337,C,F,appartement,1996,40.3,165.0,2021-10-20,Île-de-France,11,0
78379,C,G,maison,2013,74.9,210.0,2021-10-20,Île-de-France,11,0
94370,D,G,maison,1971,95.5,155.0,2021-10-20,Île-de-France,11,0
95385,E,D,maison,1972,164.8,559.0,2021-10-21,Île-de-France,11,0
95163,E,D,maison,1969,72.6,345.0,2021-10-21,Île-de-France,11,0
78146,E,G,maison,1978,128.3,342.0,2021-10-21,Île-de-France,11,0
78117,C,D,maison,2001,89.8,264.0,2021-10-21,Île-de-France,11,0
92233,D,D,maison,1984,135.6,174.0,2021-10-22,Île-de-France,11,0
95197,B,B,appartement,2016,85.9,133.0,2021-10-22,Île-de-France,11,0
77142,D,B,maison,1965,52.0,241.0,2021-10-22,Île-de-France,11,0
95373,C,D,maison,2002,126.2,193.0,2021-10-22,Île-de-France,11,0
95202,D,E,maison,1985,52.6,240.0,2021-10-23,Île-de-France,11,0
75056,C,E,maison,2016,76.5,206.0,2021-10-23,Île-de-France,11,0
92373,G,C,maison,1939,61.9,517.0,2021-10-23,Île-de-France,11,1
78013,E,F,immeuble,1973,46.2,449.0,2021-10-23,Île-de-France,11,0
91002,C,E,appartement,2018,41.0,163.0,2021-10-24,Île-de-France,11,0
77004,D,D,maison,1983,36.3,279.0,2021-10-24,Île-de-France,11,0
94180,C,E,appartement,1992,29.8,229.0,2021-10-24,Île-de-France,11,0
91060,C,E,maison,2000,52.1,217.0,2021-10-24,Île-de-France,11,0
75011,D,C,immeuble,1969,95.3,205.0,2021-10-25,Île-de-France,11,0
77355,D,E,maison,1987,74.4,291.0,2021-10-25,Île-de-France,11,0
94104,F,C,appartement,1938,35.7,623.0,2021-10-25,Île-de-France,11,1
94103,E,E,appartement,1968,46.2,502.0,2021-10-25,Île-de-France,11,0
94061,D,G,appartement,1976,40.7,296.0,2021-10-26,Île-de-France,11,0
95174,E,D,appartement,1984,37.6,611.0,2021-10-26,Île-de-France,11,0
91298,E,D,appartement,1982,21.3,642.0,2021-10-26,Île-de-France,11,0
92003,E,G,appartement,1976,36.1,598.0,2021-10-26,Île-de-France,11,0
75005,D,A,maison,1990,43.2,288.0,2021-10-27,Île-de-France,11,0
92088,E,D,appartement,1978,41.2,594.0,2021-10-27,Île-de-France,11,0
93201,C,E,appartement,2001,87.5,240.0,2021-10-27,Île-de-France,11,0
75027,E,G,appartement,1971,97.6,617.0,2021-10-27,Île-de-France,11,0
93040,C,D,maison,1996,35.7,312.0,2021-10-28,Île-de-France,11,0
77314,C,F,appartement,1989,56.0,203.0,2021-10-28,Île-de-France,11,0
91033,G,B,appartement,1941,116.2,509.0,2021-10-28,Île-de-France,11,1
91062,D,D,maison,1966,56.8,257.0,2021-10-28,Île-de-France,11,0
77084,E,C,maison,1971,97.1,427.0,2021-10-29,Île-de-France,11,0
95028,E,D,maison,1984,133.5,517.0,2021-10-29,Île-de-France,11,0
94019,E,G,appartement,1976,50.9,439.0,2021-10-29,Île-de-France,11,0
92329,D,F,appartement,1982,40.5,256.0,2021-10-30,Île-de-France,11,0
75031,F,A,appartement,1967,141.1,420.0,2021-10-30,Île-de-France,11,1
91170,C,G,maison,2005,125.4,274.0,2021-10-30,Île-de-France,11,0
91298,D,G,maison,1966,78.3,284.0,2021-10-30,Île-de-France,11,0
91104,B,D,maison,2000,77.0,60.0,2021-10-31,Île-de-France,11,0
95285,D,F,immeuble,1988,65.2,168.0,2021-10-31,Île-de-France,11,0
95134,C,F,maison,2018,47.4,240.0,2021-10-31,Île-de-France,11,0
93202,D,G,maison,1987,89.6,299.0,2021-10-31,Île-de-France,11,0
91209,E,F,appartement,1987,60.2,369.0,2021-11-01,Île-de-France,11,0
93330,C,E,maison,1995,156.1,275.0,2021-11-01,Île-de-France,11,0
92327,B,B,maison,2019,48.3,94.0,2021-11-01,Île-de-France,11,0
77180,F,C,maison,1972,150.9,646.0,2021-11-01,Île-de-France,11,1
75112,E,D,appartement,1987,32.6,526.0,2021-11-02,Île-de-France,11,0
77106,C,G,appartement,2004,55.1,244.0,2021-11-02,Île-de-France,11,0
94117,C,F,immeuble,2000,92.1,328.0,2021-11-02,Île-de-France,11,0
77162,E,D,appartement,1982,30.9,447.0,2021-11-02,Île-de-France,11,0
93303,C,G,immeuble,1995,134.3,161.0,2021-11-03,Île-de-France,11,0
91290,G,C,maison,1934,32.2,442.0,2021-11-03,Île-de-France,11,1
91176,E,C,maison,1986,103.3,669.0,2021-11-03,Île-de-France,11,0
77348,F,F,appartement,1933,33.3,500.0,2021-11-03,Île-de-France,11,1
95195,E,D,maison,1977,23.4,550.0,2021-11-04,Île-de-France,11,0
93090,C,E,maison,1997,43.8,282.0,2021-11-04,Île-de-France,11,0
77078,C,D,immeuble,1997,117.6,320.0,2021-11-04,Île-de-France,11,0
95088,E,D,maison,1981,74.8,393.0,2021-11-04,Île-de-France,11,0
77129,C,F,appartement,1994,61.1,262.0,2021-11-05,Île-de-France,11,0
77077,D,E,maison,1986,98.3,287.0,2021-11-05,Île-de-France,11,0
94023,F,E,maison,1930,55.8,561.0,2021-11-05,Île-de-France,11,1
94113,E,D,appartement,1976,66.4,502.0,2021-11-05,Île-de-France,11,0
94142,F,D,maison,1936,130.1,526.0,2021-11-06,Île-de-France,11,1
78253,E,F,appartement,1965,65.2,573.0,2021-11-06,Île-de-France,11,0
95239,E,C,appartement,1984,47.5,428.0,2021-11-06,Île-de-France,11,0
95191,D,E,maison,1986,71.7,249.0,2021-11-06,Île-de-France,11,0
94243,C,B,appartement,2009,91.4,154.0,2021-11-07,Île-de-France,11,0
95309,D,D,maison,1977,21.1,166.0,2021-11-07,Île-de-France,11,0
91187,F,D,maison,1953,42.9,341.0,2021-11-07,Île-de-France,11,1
77332,D,E,appartement,1994,90.9,279.0,2021-11-07,Île-de-France,11,0
77169,C,D,maison,2011,60.9,169.0,2021-11-08,Île-de-France,11,0
77355,D,C,maison,1989,92.6,250.0,2021-11-08,Île-de-France,11,0
78380,E,F,maison,1988,88.8,469.0,2021-11-08,Île-de-France,11,0
75140,D,C,appartement,1990,87.1,161.0,2021-11-08,Île-de-France,11,0
95172,A,F,appartement,2000,92.4,73.0,2021-11-09,Île-de-France,11,0
93138,D,F,maison,1977,87.3,174.0,2021-11-09,Île-de-France,11,0
91360,F,F,appartement,1934,52.6,437.0,2021-11-09,Île-de-France,11,1
77122,A,A,maison,2009,44.6,138.0,2021-11-10,Île-de-France,11,0
92062,E,E,maison,1984,103.2,608.0,2021-11-10,Île-de-France,11,0
91089,E,C,maison,1986,32.3,640.0,2021-11-10,Île-de-France,11,0
93301,C,D,maison,2015,37.2,246.0,2021-11-10,Île-de-France,11,0
91190,C,C,appartement,1999,43.2,215.0,2021-11-11,Île-de-France,11,0
78005,E,E,appartement,1981,45.7,686.0,2021-11-11,Île-de-France,11,0
93293,C,G,maison,1999,77.2,307.0,2021-11-11,Île-de-France,11,0
95392,G,F,maison,1967,80.8,544.0,2021-11-11,Île-de-France,11,1
77368,C,D,appartement,2017,136.9,267.0,2021-11-12,Île-de-France,11,0
95128,D,D,maison,1993,146.3,211.0,2021-11-12,Île-de-France,11,0
93310,C,C,appartement,1986,108.0,300.0,2021-11-12,Île-de-France,11,0
95273,D,E,appartement,1973,66.9,282.0,2021-11-12,Île-de-France,11,0
91095,G,C,maison,1940,72.6,415.0,2021-11-13,Île-de-France,11,1
93109,D,E,maison,1988,78.5,228.0,2021-11-13,Île-de-France,11,0
78071,D,D,appartement,1991,23.9,223.0,2021-11-13,Île-de-France,11,0
91268,E,C,maison,1991,61.9,474.0,2021-11-13,Île-de-France,11,0
77055,A,B,appartement,1997,29.4,127.0,2021-11-14,Île-de-France,11,0
93027,D,C,maison,1990,33.2,194.0,2021-11-14,Île-de-France,11,0
78306,C,G,appartement,1994,52.5,247.0,2021-11-14,Île-de-France,11,0
94377,F,D,maison,1973,57.2,383.0,2021-11-14,Île-de-France,11,1
77020,C,D,appartement,2014,63.5,199.0,2021-11-15,Île-de-France,11,0
95179,F,E,maison,1960,122.4,351.0,2021-11-15,Île-de-France,11,1
94207,E,G,appartement,1968,42.0,411.0,2021-11-15,Île-de-France,11,0
91207,E,E,appartement,1985,51.5,634.0,2021-11-15,Île-de-France,11,0
77266,A,F,maison,2006,81.5,129.0,2021-11-16,Île-de-France,11,0
91246,C,F,maison,2005,27.9,248.0,2021-11-16,Île-de-France,11,0
93075,C,F,appartement,1986,112.5,195.0,2021-11-16,Île-de-France,11,0
92032,F,E,appartement,1964,91.0,610.0,2021-11-16,Île-de-France,11,1
94228,D,E,maison,1983,71.0,296.0,2021-11-17,Île-de-France,11,0
95173,E,D,appartement,1973,47.0,573.0,2021-11-17,Île-de-France,11,0
91319,C,D,appartement,1995,43.3,250.0,2021-11-17,Île-de-France,11,0
91289,B,E,maison,1988,162.5,129.0,2021-11-17,Île-de-France,11,0
95186,D,E,appartement,1966,108.7,313.0,2021-11-18,Île-de-France,11,0
94281,D,C,appartement,1977,69.9,275.0,2021-11-18,Île-de-France,11,0
93035,E,D,appartement,1965,99.8,615.0,2021-11-18,Île-de-France,11,0
91190,E,C,appartement,1994,146.0,380.0,2021-11-18,Île-de-France,11,0
75057,D,B,appartement,1967,44.6,301.0,2021-11-19,Île-de-France,11,0
91222,C,E,appartement,1994,71.7,302.0,2021-11-19,Île-de-France,11,0
92247,E,E,maison,1990,59.0,639.0,2021-11-19,Île-de-France,11,0
94044,C,F,appartement,2018,64.1,152.0,2021-11-19,Île-de-France,11,0
78302,C,G,appartement,1995,26.7,326.0,2021-11-20,Île-de-France,11,0
94155,D,F,maison,1973,56.3,257.0,2021-11-20,Île-de-France,11,0
95158,D,G,maison,1976,79.1,251.0,2021-11-20,Île-de-France,11,0
78334,D,F,appartement,1980,90.7,217.0,2021-11-21,Île-de-France,11,0
92285,D,E,maison,1990,90.8,189.0,2021-11-21,Île-de-France,11,0
78333,D,E,appartement,1992,82.1,169.0,2021-11-21,Île-de-France,11,0
78240,G,C,appartement,1965,144.7,363.0,2021-11-21,Île-de-France,11,1
92099,E,B,maison,1968,44.7,611.0,2021-11-22,Île-de-France,11,0
94224,E,E,maison,1975,90.5,581.0,2021-11-22,Île-de-France,11,0
75008,G,G,appartement,1941,45.9,603.0,2021-11-22,Île-de-France,11,1
77066,C,E,immeuble,2005,50.1,163.0,2021-11-22,Île-de-France,11,0
91222,E,B,maison,1994,50.1,332.0,2021-11-23,Île-de-France,11,0
92108,D,G,appartement,1988,140.7,278.0,2021-11-23,Île-de-France,11,0
95205,D,E,maison,1969,88.6,153.0,2021-11-23,Île-de-France,11,0
93251,D,C,appartement,1965,40.6,300.0,2021-11-23,Île-de-France,11,0
94100,D,E,maison,1990,91.5,327.0,2021-11-24,Île-de-France,11,0
95070,E,E,maison,1982,128.5,618.0,2021-11-24,Île-de-France,11,0
95358,C,F,maison,1987,29.0,190.0,2021-11-24,Île-de-France,11,0
93231,C,F,maison,2004,192.9,320.0,2021-11-24,Île-de-France,11,0
93313,C,E,maison,2018,80.1,216.0,2021-11-25,Île-de-France,11,0
78271,G,F,appartement,1925,72.0,489.0,2021-11-25,Île-de-France,11,1
91035,D,E,maison,1969,96.5,318.0,2021-11-25,Île-de-France,11,0
91264,D,A,appartement,1986,42.2,272.0,2021-11-25,Île-de-France,11,0
92034,E,E,maison,1992,111.9,645.0,2021-11-26,Île-de-France,11,0
95346,D,C,maison,1987,110.9,179.0,2021-11-26,Île-de-France,11,0
91011,E,E,maison,1971,55.4,465.0,2021-11-26,Île-de-France,11,0
77105,A,E,appartement,2015,93.0,58.0,2021-11-26,Île-de-France,11,0
77307,D,D,appartement,1973,42.7,209.0,2021-11-27,Île-de-France,11,0
95351,E,F,appartement,1966,188.7,356.0,2021-11-27,Île-de-France,11,0
91307,E,G,maison,1993,40.8,505.0,2021-11-27,Île-de-France,11,0
91089,C,D,appartement,2016,28.6,205.0,2021-11-27,Île-de-France,11,0
77016,C,F,maison,1989,64.7,234.0,2021-11-28,Île-de-France,11,0
91108,D,D,maison,1991,136.1,269.0,2021-11-28,Île-de-France,11,0
78243,D,C,appartement,1968,136.8,174.0,2021-11-28,Île-de-France,11,0
95148,D,C,appartement,1987,78.6,318.0,2021-11-28,Île-de-France,11,0
95246,G,E,maison,1939,18.0,656.0,2021-11-29,Île-de-France,11,1
93308,B,F,appartement,2009,40.3,121.0,2021-11-29,Île-de-France,11,0
91233,E,D,maison,1992,36.6,356.0,2021-11-29,Île-de-France,11,0
93208,D,A,appartement,1975,74.1,258.0,2021-11-29,Île-de-France,11,0
94345,G,E,maison,1945,214.4,697.0,2021-11-30,Île-de-France,11,1
95222,E,F,maison,1986,120.8,372.0,2021-11-30,Île-de-France,11,0
75121,E,D,appartement,1973,59.2,468.0,2021-11-30,Île-de-France,11,0
93229,B,C,maison,1989,70.8,50.0,2021-11-30,Île-de-France,11,0
78159,D,F,appartement,1986,79.4,234.0,2021-12-01,Île-de-France,11,0
92104,F,D,appartement,1939,48.9,567.0,2021-12-01,Île-de-France,11,1
95226,D,E,appartement,1984,56.2,308.0,2021-12-01,Île-de-France,11,0
93255,F,E,maison,1948,107.2,437.0,2021-12-02,Île-de-France,11,1
78231,F,G,maison,1938,167.8,422.0,2021-12-02,Île-de-France,11,1
92084,D,G,appartement,1990,72.6,279.0,2021-12-02,Île-de-France,11,0
91309,G,D,maison,1962,25.7,544.0,2021-12-02,Île-de-France,11,1
91200,E,C,appartement,1981,74.0,426.0,2021-12-03,Île-de-France,11,0
77036,E,C,appartement,1967,207.2,387.0,2021-12-03,Île-de-France,11,0
95106,E,F,appartement,1967,36.6,474.0,2021-12-03,Île-de-France,11,0
93142,C,F,appartement,2012,56.2,267.0,2021-12-03,Île-de-France,11,0
78373,B,F,maison,2005,85.3,113.0,2021-12-04,Île-de-France,11,0
91195,D,E,appartement,1994,78.3,180.0,2021-12-04,Île-de-France,11,0
92329,F,D,maison,1948,31.1,665.0,2021-12-04,Île-de-France,11,1
94055,F,D,appartement,1966,171.9,514.0,2021-12-04,Île-de-France,11,1
91349,F,E,appartement,1958,56.9,457.0,2021-12-05,Île-de-France,11,1
95303,D,F,appartement,1990,49.6,290.0,2021-12-05,Île-de-France,11,0
92160,E,D,maison,1966,58.8,571.0,2021-12-05,Île-de-France,11,0
78070,E,E,appartement,1968,34.5,414.0,2021-12-05,Île-de-France,11,0
94225,E,D,appartement,1970,89.4,475.0,2021-12-06,Île-de-France,11,0
91323,F,B,maison,1969,74.6,384.0,2021-12-06,Île-de-France,11,1
92303,D,E,immeuble,1980,27.6,258.0,2021-12-06,Île-de-France,11,0
94043,F,B,maison,1943,137.2,343.0,2021-12-06,Île-de-France,11,1
93311,G,E,maison,1937,168.3,349.0,2021-12-07,Île-de-France,11,1
77257,F,F,appartement,1932,22.6,477.0,2021-12-07,Île-de-France,11,1
77095,C,G,appartement,1986,26.2,241.0,2021-12-07,Île-de-France,11,0
91082,C,D,appartement,2010,233.8,261.0,2021-12-07,Île-de-France,11,0
95132,F,E,maison,1970,51.8,471.0,2021-12-08,Île-de-France,11,1
77356,E,C,maison,1973,39.8,529.0,2021-12-08,Île-de-France,11,0
78051,G,C,maison,1920,157.5,611.0,2021-12-08,Île-de-France,11,1
77231,C,E,appartement,1986,23.2,252.0,2021-12-08,Île-de-France,11,0
93251,D,E,appartement,1969,96.9,165.0,2021-12-09,Île-de-France,11,0
77284,D,D,appartement,1978,70.9,248.0,2021-12-09,Île-de-France,11,0
78181,D,F,appartement,1976,35.9,158.0,2021-12-09,Île-de-France,11,0
95382,C,A,appartement,1995,68.8,220.0,2021-12-09,Île-de-France,11,0
91357,B,D,maison,2013,69.4,106.0,2021-12-10,Île-de-France,11,0
91065,F,D,maison,1960,70.0,334.0,2021-12-10,Île-de-France,11,1
91185,E,G,appartement,1994,49.0,584.0,2021-12-10,Île-de-France,11,0
94066,C,F,maison,1989,80.5,286.0,2021-12-10,Île-de-France,11,0
95051,B,D,appartement,2014,38.5,62.0,2021-12-11,Île-de-France,11,0
78245,F,C,maison,1947,110.0,582.0,2021-12-11,Île-de-France,11,1
78039,D,E,appartement,1992,71.2,301.0,2021-12-11,Île-de-France,11,0
95255,D,C,appartement,1985,98.7,277.0,2021-12-12,Île-de-France,11,0
93052,A,A,appartement,2003,48.9,74.0,2021-12-12,Île-de-France,11,0
92090,C,C,maison,2012,103.8,327.0,2021-12-12,Île-de-France,11,0
75032,D,E,appartement,1975,83.1,287.0,2021-12-12,Île-de-France,11,0
92242,E,G,maison,1986,63.8,496.0,2021-12-13,Île-de-France,11,0
93156,D,C,appartement,1991,140.8,172.0,2021-12-13,Île-de-France,11,0
95301,B,A,maison,1999,96.5,130.0,2021-12-13,Île-de-France,11,0
95084,D,F,maison,1965,95.5,186.0,2021-12-13,Île-de-France,11,0
93265,B,F,maison,2007,66.5,71.0,2021-12-14,Île-de-France,11,0
75147,F,G,appartement,1965,22.9,453.0,2021-12-14,Île-de-France,11,1
78237,C,E,maison,2014,54.0,246.0,2021-12-14,Île-de-France,11,0
78221,D,G,maison,1979,102.4,183.0,2021-12-14,Île-de-France,11,0
95016,F,C,appartement,1970,56.6,676.0,2021-12-15,Île-de-France,11,1
78342,D,D,maison,1987,24.5,207.0,2021-12-15,Île-de-France,11,0
93157,C,B,maison,2016,64.6,188.0,2021-12-15,Île-de-France,11,0
93318,G,F,maison,1945,88.3,693.0,2021-12-15,Île-de-France,11,1
95240,D,C,maison,1981,64.9,156.0,2021-12-16,Île-de-France,11,0
95147,D,C,appartement,1975,40.8,157.0,2021-12-16,Île-de-France,11,0
93271,D,D,maison,1988,51.1,250.0,2021-12-16,Île-de-France,11,0
92364,E,F,appartement,1979,105.2,599.0,2021-12-16,Île-de-France,11,0
92093,F,G,maison,1969,44.9,474.0,2021-12-17,Île-de-France,11,1
78379,E,E,maison,1973,127.8,575.0,2021-12-17,Île-de-France,11,0
78095,D,G,maison,1986,25.6,237.0,2021-12-17,Île-de-France,11,0
92395,D,D,appartement,1973,79.3,311.0,2021-12-17,Île-de-France,11,0
93342,G,E,maison,1948,69.3,332.0,2021-12-18,Île-de-France,11,1
95336,C,E,maison,1987,29.9,287.0,2021-12-18,Île-de-France,11,0
77276,F,D,appartement,1922,93.1,444.0,2021-12-18,Île-de-France,11,1
75016,F,C,appartement,1970,63.3,475.0,2021-12-18,Île-de-France,11,1
78243,C,C,appartement,2014,96.1,239.0,2021-12-19,Île-de-France,11,0
78344,C,D,appartement,2019,42.5,299.0,2021-12-19,Île-de-France,11,0
93011,E,F,appartement,1970,53.3,405.0,2021-12-19,Île-de-France,11,0
78339,B,F,maison,2009,79.9,72.0,2021-12-19,Île-de-France,11,0
94231,D,F,immeuble,1983,49.3,187.0,2021-12-20,Île-de-France,11,0
