CODGEO,NOM_COMMUNE,DEP,REGION,REGION_CODE,NB_DPE_TOTAL,NB_PASSOIRES,TAUX_PASSOIRES,NB_CLASSE_A,NB_CLASSE_B,NB_CLASSE_C,NB_CLASSE_D,NB_CLASSE_E,NB_CLASSE_F,NB_CLASSE_G,SURFACE_MOY,CONSO_ENERGIE_MOY,ANNEE_CONSTRUCTION_MOY,NB_MAISONS_DPE,NB_APPARTS_DPE,POPULATION,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES,NB_LOGEMENTS,NB_RP,NB_LOGVAC,PASSOIRES_POUR_1000_HAB,TAUX_COUVERTURE_DPE,RATIO_PASSOIRES_RP,TAUX_VACANCE,SCORE_PRIORITE,CATEGORIE_PRIORITE,RANG_PRIORITE
78308,,,Île-de-France,11,5,1,20.0,0,0,1,2,1,0,1,59.3,345.6,1977.6,3,2,,,,,,,,,,,,,,3613
78321,Jouars-Pontchartrain,78,Île-de-France,11,6,2,33.33,0,0,1,1,2,2,0,82.4,412.7,1965.8,2,3,6039.0,26043.0,19.4,15.9,,,,0.33,,,,0.3087,Faible,2041
78333,,,Île-de-France,11,5,0,0.0,0,0,2,2,1,0,0,63.1,225.2,1988.2,2,3,,,,,,,,,,,,,,3613
78337,Limetz-Villez,78,Île-de-France,11,5,2,40.0,0,0,0,2,1,1,1,52.4,388.2,1966.8,4,1,2110.0,31247.0,10.4,8.9,,,,0.95,,,,0.2732,Faible,2371
78373,,,Île-de-France,11,5,0,0.0,0,1,2,0,2,0,0,75.0,301.4,1993.6,4,1,,,,,,,,,,,,,,3613
78384,Médan,78,Île-de-France,11,5,0,0.0,0,1,1,2,1,0,0,79.3,325.8,1985.0,2,3,1289.0,18979.0,22.2,20.1,,,,0.0,,,,0.2602,Faible,2545
80001,Abbeville,80,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,1,1,79.4,381.2,1960.8,2,3,22395.0,23808.0,19.4,17.6,3346.0,2330.0,494.0,0.09,0.15,0.09,14.76,0.3621,Moyenne,1656
80008,Aigneville,80,Hauts-de-France,32,7,3,42.86,0,0,2,2,0,2,1,83.3,360.3,1971.6,2,5,904.0,14122.0,33.1,30.8,610.0,512.0,91.0,3.32,1.15,0.59,14.92,0.493,Moyenne,662
80012,,,Hauts-de-France,32,6,3,50.0,0,0,0,0,3,1,2,67.7,523.8,1954.7,3,2,,,,,1562.0,1266.0,93.0,,0.38,0.24,5.95,,,3613
80020,Allonville,80,Hauts-de-France,32,5,2,40.0,0,0,1,0,2,0,2,104.2,361.4,1971.8,1,4,778.0,16986.0,27.6,24.4,779.0,566.0,107.0,2.57,0.64,0.35,13.74,0.4464,Moyenne,980
80039,Ault,80,Hauts-de-France,32,5,2,40.0,0,1,0,1,1,2,0,68.3,400.0,1972.6,5,0,1346.0,17757.0,27.3,22.7,987.0,649.0,58.0,1.49,0.51,0.31,5.88,0.4362,Moyenne,1058
80045,Authuille,80,Hauts-de-France,32,5,2,40.0,0,0,1,2,0,2,0,67.5,353.0,1957.6,1,4,154.0,11520.0,31.5,37.5,1620.0,1244.0,157.0,12.99,0.31,0.16,9.69,0.5214,Moyenne,537
80055,Barly,80,Hauts-de-France,32,5,1,20.0,0,0,1,2,1,0,1,90.5,382.2,1979.8,2,3,161.0,15363.0,34.2,35.5,815.0,642.0,59.0,6.21,0.61,0.16,7.24,0.3891,Moyenne,1445
80075,,,Hauts-de-France,32,6,1,16.67,0,2,0,2,1,0,1,71.9,310.2,1983.0,4,1,,,,,4782.0,3872.0,332.0,,0.13,0.03,6.94,,,3613
80080,Belloy-en-Santerre,80,Hauts-de-France,32,5,1,20.0,0,0,0,3,1,1,0,84.7,357.4,1981.2,3,2,149.0,19068.0,25.4,27.8,654.0,531.0,62.0,6.71,0.76,0.19,9.48,0.3449,Moyenne,1776
80082,Belloy-sur-Somme,80,Hauts-de-France,32,5,1,20.0,0,0,1,2,1,1,0,65.7,406.6,1971.8,3,2,717.0,20939.0,22.9,23.0,4057.0,3278.0,420.0,1.39,0.12,0.03,10.35,0.3178,Faible,1979
80087,Bernay-en-Ponthieu,80,Hauts-de-France,32,5,1,20.0,1,0,1,1,1,0,1,77.5,294.6,1984.6,0,3,240.0,21139.0,21.0,17.2,83.0,66.0,8.0,4.17,6.02,1.52,9.64,0.3178,Faible,1979
80099,Bettencourt-Rivière,80,Hauts-de-France,32,6,3,50.0,0,0,0,1,2,1,2,75.4,513.5,1965.5,1,3,209.0,13447.0,33.0,32.8,929.0,650.0,51.0,14.35,0.65,0.46,5.49,0.5393,Moyenne,472
80101,Beuvraignes,80,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,1,1,80.0,501.4,1961.4,2,3,900.0,19617.0,20.2,23.2,,,,2.22,,,,0.4144,Moyenne,1228
80106,Blangy-sous-Poix,80,Hauts-de-France,32,5,1,20.0,0,0,0,1,3,1,0,128.8,445.2,1971.8,3,2,161.0,12996.0,33.1,39.2,,,,6.21,,,,0.4176,Moyenne,1206
80117,Bouchon,80,Hauts-de-France,32,5,1,20.0,0,1,1,1,1,1,0,97.9,343.6,1976.4,4,1,158.0,17463.0,24.1,28.4,,,,6.33,,,,0.364,Moyenne,1644
80123,Bourdon,80,Hauts-de-France,32,9,3,33.33,0,1,0,2,3,1,2,84.5,392.2,1972.3,5,3,376.0,14716.0,28.8,30.7,,,,7.98,,,,0.4518,Moyenne,937
80130,Bovelles,80,Hauts-de-France,32,6,1,16.67,0,1,1,2,1,0,1,81.4,318.5,1985.2,3,3,425.0,12757.0,33.5,30.5,,,,2.35,,,,0.4038,Moyenne,1324
80139,Breuil,80,Hauts-de-France,32,5,0,0.0,0,0,1,3,1,0,0,89.8,309.0,1978.4,3,2,45.0,18656.0,24.3,23.5,,,,0.0,,,,0.264,Faible,2489
80157,Bussy-lès-Poix,80,Hauts-de-France,32,6,2,33.33,0,1,2,0,1,1,1,81.0,373.3,1987.0,3,3,90.0,16934.0,28.4,25.4,,,,22.22,,,,0.4376,Moyenne,1049
80163,Cambron,80,Hauts-de-France,32,5,1,20.0,1,0,1,1,1,0,1,82.7,366.6,1984.8,2,3,740.0,14559.0,32.9,31.4,,,,1.35,,,,0.3946,Moyenne,1399
80176,Carrépuis,80,Hauts-de-France,32,5,3,60.0,0,0,0,2,0,3,0,60.7,429.6,1955.6,4,1,250.0,18252.0,28.7,23.0,,,,12.0,,,,0.5194,Moyenne,542
80180,Cavillon,80,Hauts-de-France,32,6,4,66.67,0,1,0,0,1,3,1,82.4,415.5,1959.8,4,2,90.0,17266.0,26.0,27.8,,,,44.44,,,,0.5864,Moyenne,370
80183,Cerisy-Buleux,80,Hauts-de-France,32,6,1,16.67,0,0,1,1,3,0,1,79.1,449.2,1972.7,2,4,278.0,15101.0,29.9,31.8,,,,3.6,,,,0.3767,Moyenne,1547
80189,La Chavatte,80,Hauts-de-France,32,6,3,50.0,1,0,1,0,1,1,2,85.1,399.5,1964.2,4,2,60.0,13668.0,29.0,27.4,,,,50.0,,,,0.5679,Moyenne,414
80192,Chipilly,80,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,2,0,95.1,440.0,1960.8,3,2,172.0,15568.0,26.7,23.6,,,,11.63,,,,0.4714,Moyenne,805
80201,Coigneux,80,Hauts-de-France,32,7,3,42.86,0,0,1,1,2,3,0,77.1,396.4,1972.4,5,2,45.0,14375.0,27.6,26.3,,,,66.67,,,,0.5454,Moyenne,458
80202,Coisy,80,Hauts-de-France,32,5,3,60.0,1,0,1,0,0,2,1,77.0,352.2,1964.0,4,1,387.0,15822.0,32.1,26.7,,,,7.75,,,,0.5449,Moyenne,460
80212,Corbie,80,Hauts-de-France,32,6,0,0.0,1,0,1,2,2,0,0,86.3,318.2,1980.2,2,4,5982.0,15842.0,27.6,22.8,,,,0.0,,,,0.298,Faible,2123
80231,Curlu,80,Hauts-de-France,32,5,2,40.0,0,2,0,0,1,0,2,58.2,302.4,1975.4,3,2,152.0,17926.0,27.3,22.1,,,,13.16,,,,0.4444,Moyenne,999
80238,Dernancourt,80,Hauts-de-France,32,6,3,50.0,0,0,0,0,3,1,2,95.2,479.3,1965.5,3,3,517.0,18058.0,29.0,30.4,,,,5.8,,,,0.4763,Moyenne,768
80240,Doingt,80,Hauts-de-France,32,5,1,20.0,1,1,0,0,2,1,0,70.4,291.8,1986.6,4,1,1389.0,24362.0,19.4,22.0,,,,0.72,,,,0.2759,Faible,2350
80245,Domléger-Longvillers,80,Hauts-de-France,32,5,3,60.0,0,0,0,0,2,1,2,60.1,584.0,1959.8,1,4,287.0,17835.0,28.9,32.6,,,,10.45,,,,0.5231,Moyenne,527
80254,,,Hauts-de-France,32,7,3,42.86,0,0,0,2,2,3,0,101.1,426.6,1967.0,2,5,,,,,,,,,,,,,,3613
80273,Éplessier,80,Hauts-de-France,32,7,3,42.86,0,0,0,0,4,1,2,82.2,527.0,1970.3,4,3,342.0,14620.0,32.0,32.2,,,,8.77,,,,0.4918,Moyenne,674
80282,Érondelle,80,Hauts-de-France,32,5,0,0.0,1,0,2,0,2,0,0,58.6,310.4,1995.2,2,3,504.0,18816.0,27.6,33.0,,,,0.0,,,,0.2621,Faible,2514
80293,Ételfay,80,Hauts-de-France,32,5,2,40.0,0,0,2,1,0,1,1,52.6,422.4,1979.8,2,3,348.0,20311.0,24.8,22.7,,,,5.75,,,,0.4092,Moyenne,1274
80312,Fins,80,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,2,0,67.4,418.8,1965.6,3,2,278.0,16208.0,29.8,30.8,,,,7.19,,,,0.4598,Moyenne,888
80319,Fluy,80,Hauts-de-France,32,7,2,28.57,1,0,2,0,2,0,2,62.4,398.0,1975.7,6,1,320.0,16825.0,22.6,21.8,,,,6.25,,,,0.4058,Moyenne,1303
80320,Folies,80,Hauts-de-France,32,6,3,50.0,0,0,2,0,1,3,0,65.8,441.7,1971.2,4,2,152.0,21954.0,18.5,18.8,,,,19.74,,,,0.4416,Moyenne,1013
80325,Fontaine-lès-Cappy,80,Hauts-de-France,32,5,2,40.0,0,0,1,0,2,1,1,75.0,481.6,1964.8,3,2,54.0,17566.0,26.2,31.3,,,,37.04,,,,0.4696,Moyenne,820
80326,Fontaine-sous-Montdidier,80,Hauts-de-France,32,6,2,33.33,0,1,1,1,1,1,1,59.2,362.0,1975.8,2,4,97.0,21371.0,17.4,18.4,,,,20.62,,,,0.3827,Moyenne,1501
80329,Forceville,80,Hauts-de-France,32,6,1,16.67,1,1,0,2,1,0,1,77.3,299.8,1980.3,2,4,163.0,18118.0,26.5,22.2,,,,6.13,,,,0.3426,Moyenne,1796
80336,Foucaucourt-Hors-Nesle,80,Hauts-de-France,32,5,1,20.0,0,0,1,3,0,0,1,66.9,323.2,1986.0,2,1,79.0,16079.0,31.3,33.3,,,,12.66,,,,0.3862,Moyenne,1469
80347,Fransart,80,Hauts-de-France,32,5,1,20.0,0,1,0,1,2,0,1,53.2,343.8,1977.8,4,1,163.0,17555.0,28.6,27.3,,,,6.13,,,,0.3627,Moyenne,1650
80366,Fricourt,80,Hauts-de-France,32,5,1,20.0,0,0,1,0,3,1,0,80.6,508.6,1980.0,3,2,457.0,22060.0,20.9,25.0,,,,2.19,,,,0.305,Faible,2066
80382,,,Hauts-de-France,32,6,3,50.0,0,0,0,2,1,2,1,42.2,367.3,1958.8,4,2,,,,,,,,,,,,,,3613
80397,Gueudecourt,80,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,2,1,74.7,494.0,1954.0,3,1,101.0,19265.0,24.9,29.7,,,,29.7,,,,0.5227,Moyenne,528
91011,,,Île-de-France,11,5,1,20.0,0,1,0,2,1,0,1,84.6,326.2,1985.8,4,1,,,,,1972.0,1305.0,170.0,,0.25,0.08,8.62,,,3613
91033,,,Île-de-France,11,6,3,50.0,0,0,1,2,0,1,2,59.1,403.0,1961.0,1,5,,,,,3528.0,2521.0,220.0,,0.17,0.12,6.24,,,3613
91041,Avrainville,91,Île-de-France,11,5,2,40.0,0,1,0,2,0,2,0,68.8,308.6,1967.2,2,2,1052.0,24414.0,22.3,22.5,613.0,484.0,87.0,1.9,0.82,0.41,14.19,0.3564,Moyenne,1690
91089,,,Île-de-France,11,5,1,20.0,0,0,3,0,1,1,0,75.4,406.4,1988.4,4,1,,,,,157.0,119.0,13.0,,3.18,0.84,8.28,,,3613
91108,,,Île-de-France,11,8,3,37.5,0,0,0,2,3,3,0,60.4,456.8,1972.6,5,3,,,,,,,,,,,,,,3613
91120,,,Île-de-France,11,6,1,16.67,0,1,1,2,1,1,0,65.9,350.0,1983.0,3,3,,,,,,,,,,,,,,3613
91148,Chauffour-lès-Étréchy,91,Île-de-France,11,5,3,60.0,0,0,1,1,0,2,1,73.0,446.2,1974.8,1,4,132.0,24749.0,16.8,19.2,,,,22.73,,,,0.4505,Moyenne,943
91185,,,Île-de-France,11,8,0,0.0,1,0,2,2,3,0,0,79.8,350.1,1993.0,3,5,,,,,,,,,,,,,,3613
91204,Écharcon,91,Île-de-France,11,5,1,20.0,2,0,1,0,1,1,0,66.5,259.2,1990.2,3,2,708.0,24980.0,15.8,17.3,,,,1.41,,,,0.2691,Faible,2421
91210,,,Île-de-France,11,5,1,20.0,0,0,0,3,1,1,0,100.0,329.4,1966.2,5,0,,,,,,,,,,,,,,3613
91238,,,Île-de-France,11,5,2,40.0,0,0,1,0,2,0,2,61.2,410.8,1967.8,1,4,,,,,,,,,,,,,,3613
91319,Janvry,91,Île-de-France,11,5,1,20.0,0,1,1,2,0,0,1,72.9,284.8,1983.6,4,1,654.0,25725.0,16.6,18.1,,,,1.53,,,,0.2602,Faible,2545
91390,Le Mérévillois,91,Île-de-France,11,5,1,20.0,0,0,0,1,3,0,1,78.6,500.0,1973.2,3,2,3477.0,30533.0,13.8,15.9,,,,0.29,,,,0.2012,Faible,3246
92022,Chaville,92,Île-de-France,11,5,1,20.0,1,0,2,0,1,1,0,96.1,351.6,1983.8,4,1,20594.0,30917.0,9.5,9.0,320.0,215.0,26.0,0.05,1.56,0.47,8.12,0.1964,Faible,3281
92025,Colombes,92,Île-de-France,11,5,0,0.0,0,1,0,2,2,0,0,81.9,266.4,1985.2,2,2,91053.0,40577.0,3.0,2.5,4637.0,3327.0,436.0,0.0,0.11,0.0,9.4,0.0,Faible,3612
92088,,,Île-de-France,11,5,2,40.0,0,0,0,2,1,1,1,106.8,390.6,1966.0,2,3,,,,,32.0,24.0,4.0,,15.62,8.33,12.5,,,3613
92216,,,Île-de-France,11,5,1,20.0,0,0,1,1,2,1,0,53.2,405.0,1975.2,1,3,,,,,,,,,,,,,,3613
92257,,,Île-de-France,11,5,3,60.0,0,0,1,1,0,2,1,76.9,435.0,1955.8,3,2,,,,,,,,,,,,,,3613
92270,,,Île-de-France,11,6,3,50.0,0,0,1,1,1,2,1,87.4,418.8,1970.3,3,3,,,,,,,,,,,,,,3613
92274,,,Île-de-France,11,5,1,20.0,1,0,1,2,0,1,0,56.0,315.2,1979.8,4,1,,,,,,,,,,,,,,3613
92275,,,Île-de-France,11,6,0,0.0,0,0,2,2,2,0,0,63.4,329.2,1983.3,4,2,,,,,,,,,,,,,,3613
92286,,,Île-de-France,11,5,4,80.0,0,0,0,1,0,3,1,70.4,483.4,1955.2,1,4,,,,,,,,,,,,,,3613
92303,,,Île-de-France,11,5,1,20.0,0,0,1,3,0,1,0,91.8,339.4,1983.8,1,2,,,,,,,,,,,,,,3613
92312,,,Île-de-France,11,5,1,20.0,0,0,2,1,1,0,1,75.3,385.6,1987.0,0,5,,,,,,,,,,,,,,3613
92331,,,Île-de-France,11,5,2,40.0,0,0,1,1,1,2,0,47.1,350.0,1963.0,3,2,,,,,,,,,,,,,,3613
92373,,,Île-de-France,11,5,2,40.0,0,0,1,1,1,0,2,79.6,362.2,1963.6,3,2,,,,,,,,,,,,,,3613
92382,,,Île-de-France,11,5,0,0.0,1,1,0,1,2,0,0,63.9,277.0,1987.0,1,3,,,,,,,,,,,,,,3613
93068,,,Île-de-France,11,8,0,0.0,0,0,2,5,1,0,0,72.2,294.4,1989.2,6,2,,,,,607.0,488.0,70.0,,1.32,0.0,11.53,,,3613
93121,,,Île-de-France,11,5,1,20.0,1,1,0,2,0,1,0,85.8,195.8,1979.8,4,1,,,,,,,,,,,,,,3613
93156,,,Île-de-France,11,5,1,20.0,0,1,0,3,0,1,0,76.9,244.4,1978.6,2,3,,,,,,,,,,,,,,3613
93169,,,Île-de-France,11,5,2,40.0,0,0,0,1,2,1,1,57.5,495.0,1971.2,3,2,,,,,,,,,,,,,,3613
93183,,,Île-de-France,11,5,0,0.0,0,1,2,1,1,0,0,49.6,282.6,1989.4,2,3,,,,,,,,,,,,,,3613
93231,,,Île-de-France,11,5,1,20.0,0,0,2,1,1,0,1,93.5,416.8,1977.6,2,3,,,,,,,,,,,,,,3613
93237,,,Île-de-France,11,6,2,33.33,0,0,1,1,2,0,2,63.0,428.7,1963.8,2,3,,,,,,,,,,,,,,3613
93240,,,Île-de-France,11,5,1,20.0,0,0,0,4,0,1,0,107.1,277.6,1965.0,3,1,,,,,,,,,,,,,,3613
93251,,,Île-de-France,11,5,1,20.0,0,0,2,2,0,1,0,70.0,265.8,1973.8,0,5,,,,,,,,,,,,,,3613
93274,,,Île-de-France,11,6,1,16.67,0,0,2,2,1,1,0,74.4,331.5,1986.7,4,2,,,,,,,,,,,,,,3613
93308,,,Île-de-France,11,5,2,40.0,0,1,1,0,1,1,1,47.4,368.0,1979.6,1,4,,,,,,,,,,,,,,3613
93319,,,Île-de-France,11,5,0,0.0,0,0,3,0,2,0,0,49.9,344.6,1991.0,3,2,,,,,,,,,,,,,,3613
93324,,,Île-de-France,11,5,0,0.0,0,1,0,3,1,0,0,65.5,292.2,1983.2,3,2,,,,,,,,,,,,,,3613
93330,,,Île-de-France,11,5,0,0.0,0,0,2,1,2,0,0,95.9,392.2,1988.6,4,1,,,,,,,,,,,,,,3613
93335,,,Île-de-France,11,5,1,20.0,0,0,1,1,2,0,1,108.6,438.6,1977.6,2,3,,,,,,,,,,,,,,3613
93379,,,Île-de-France,11,5,0,0.0,1,0,3,0,1,0,0,65.9,273.6,2000.4,0,5,,,,,,,,,,,,,,3613
94017,Champigny-sur-Marne,94,Île-de-France,11,5,0,0.0,1,0,1,2,1,0,0,78.7,313.4,1982.8,3,2,78072.0,30091.0,10.8,11.4,260.0,175.0,24.0,0.0,1.92,0.0,9.23,0.1263,Faible,3566
94032,,,Île-de-France,11,5,1,20.0,0,0,1,2,1,1,0,109.5,362.6,1976.4,2,3,,,,,136.0,103.0,11.0,,3.68,0.97,8.09,,,3613
94078,Villeneuve-Saint-Georges,94,Île-de-France,11,5,1,20.0,0,1,0,2,1,1,0,64.7,335.8,1977.8,2,3,36221.0,26954.0,15.0,15.4,2893.0,2021.0,329.0,0.03,0.17,0.05,11.37,0.2441,Faible,2777
94146,,,Île-de-France,11,5,0,0.0,0,0,2,2,1,0,0,78.7,258.8,1989.8,4,1,,,,,,,,,,,,,,3613
94155,,,Île-de-France,11,6,2,33.33,0,0,1,2,1,1,1,42.4,409.2,1975.7,3,2,,,,,,,,,,,,,,3613
94201,,,Île-de-France,11,5,2,40.0,0,0,3,0,0,2,0,65.4,374.8,1974.8,4,1,,,,,,,,,,,,,,3613
94205,,,Île-de-France,11,5,0,0.0,0,0,2,2,1,0,0,64.9,297.4,1985.6,3,2,,,,,,,,,,,,,,3613
94297,,,Île-de-France,11,6,2,33.33,1,0,0,1,2,1,1,76.0,402.8,1971.8,4,2,,,,,,,,,,,,,,3613
94325,,,Île-de-France,11,5,3,60.0,0,0,1,1,0,3,0,63.9,381.4,1960.2,3,2,,,,,,,,,,,,,,3613
94364,,,Île-de-France,11,5,1,20.0,0,1,0,2,1,0,1,79.6,267.4,1978.0,3,2,,,,,,,,,,,,,,3613
95094,Bouqueval,95,Île-de-France,11,5,0,0.0,1,1,1,1,1,0,0,63.0,199.6,1998.2,5,0,314.0,20022.0,21.2,24.2,150.0,119.0,7.0,0.0,3.33,0.0,4.67,0.2476,Faible,2728
95103,,,Île-de-France,11,5,1,20.0,0,0,2,1,1,1,0,91.8,284.8,1980.0,3,2,,,,,,,,,,,,,,3613
95131,,,Île-de-France,11,5,4,80.0,0,0,0,1,0,3,1,125.8,462.8,1963.4,4,0,,,,,,,,,,,,,,3613
95197,Deuil-la-Barre,95,Île-de-France,11,6,3,50.0,0,1,1,0,1,2,1,64.8,486.3,1970.3,1,5,23099.0,24424.0,17.3,19.5,,,,0.13,,,,0.3947,Moyenne,1398
95217,,,Île-de-France,11,5,2,40.0,0,0,1,1,1,0,2,63.7,397.0,1977.0,1,4,,,,,,,,,,,,,,3613
95255,,,Île-de-France,11,5,0,0.0,0,0,1,4,0,0,0,65.7,240.0,1984.2,2,3,,,,,,,,,,,,,,3613
95260,,,Île-de-France,11,5,1,20.0,0,0,2,2,0,1,0,53.9,287.0,1989.2,1,4,,,,,,,,,,,,,,3613
95288,Groslay,95,Île-de-France,11,5,0,0.0,0,0,2,2,1,0,0,53.7,348.6,1989.8,1,3,8453.0,24546.0,22.8,22.5,,,,0.0,,,,0.1931,Faible,3308
95303,Le Heaulme,95,Île-de-France,11,5,1,20.0,0,1,2,1,0,0,1,70.9,297.8,1980.6,4,1,207.0,20215.0,26.1,27.7,,,,4.83,,,,0.3295,Faible,1901
95350,,,Île-de-France,11,5,2,40.0,0,0,0,2,1,2,0,88.9,403.2,1980.6,3,2,,,,,,,,,,,,,,3613
95377,,,Île-de-France,11,5,2,40.0,0,0,0,2,1,2,0,53.7,355.2,1967.2,1,4,,,,,,,,,,,,,,3613
