CODGEO,NOM_COMMUNE,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES
78133,Chambourcy,30071.0,10.4,10.8
78138,Chanteloup-les-Vignes,26636.0,12.7,10.9
78140,Chapet,24105.0,14.8,12.9
78143,Châteaufort,19522.0,22.0,18.8
78146,Chatou,28068.0,15.7,15.0
78147,Chaufour-lès-Bonnières,27131.0,14.7,16.8
78152,Chavenay,22847.0,21.8,22.1
78158,Le Chesnay-Rocquencourt,28179.0,14.1,14.1
78160,Chevreuse,31083.0,7.1,8.5
78162,Choisel,19248.0,27.0,21.9
78163,Civry-la-Forêt,37454.0,3.0,3.0
78164,Clairefontaine-en-Yvelines,16320.0,27.0,30.7
78165,Les Clayes-sous-Bois,26926.0,16.4,19.1
78168,Coignières,28228.0,14.4,15.4
78171,Condé-sur-Vesgre,25572.0,17.8,19.8
78172,Conflans-Sainte-Honorine,31734.0,10.4,11.1
78185,Courgent,27646.0,13.4,15.6
78188,Cravent,22850.0,21.1,24.7
78189,Crespières,20601.0,21.4,21.4
78190,Croissy-sur-Seine,29466.0,13.0,14.3
78192,Dammartin-en-Serve,26107.0,18.8,17.7
78193,Dampierre-en-Yvelines,21982.0,20.7,20.6
78194,Dannemarie,23974.0,19.0,20.6
78196,Davron,16843.0,28.1,24.6
78202,Drocourt,17260.0,26.7,25.3
78206,Ecquevilly,28105.0,14.4,13.1
78208,Élancourt,28304.0,14.6,12.5
78209,Émancé,25459.0,17.1,18.5
78217,Épône,26964.0,14.7,15.5
78220,Les Essarts-le-Roi,23959.0,20.1,18.9
78224,L'Étang-la-Ville,25942.0,13.7,14.4
78227,Évecquemont,25425.0,19.0,21.5
78230,La Falaise,27426.0,17.4,15.4
78231,Favrieux,31701.0,9.2,9.4
78233,Feucherolles,25679.0,18.2,18.3
78234,Flacourt,26462.0,14.5,16.2
78236,Flexanville,22612.0,18.2,21.7
78237,Flins-Neuve-Église,27447.0,13.8,13.2
78238,Flins-sur-Seine,23702.0,21.8,23.2
78239,Follainville-Dennemont,24851.0,16.1,16.2
78242,Fontenay-le-Fleury,24593.0,18.2,18.9
78245,Fontenay-Mauvoisin,20460.0,22.0,21.6
78246,Fontenay-Saint-Père,27780.0,15.7,12.8
78255,Freneuse,23530.0,19.7,23.2
78261,Gaillon-sur-Montcient,23328.0,20.1,19.8
78262,Galluis,27408.0,19.9,22.4
78263,Gambais,39376.0,3.2,3.3
78264,Gambaiseuil,23770.0,16.3,16.9
78265,Garancières,29643.0,11.2,11.6
78267,Gargenville,25166.0,16.0,18.2
78269,Gazeran,31203.0,9.0,9.3
78276,Gommecourt,31063.0,10.7,12.0
78278,Goupillières,27238.0,15.0,13.3
78281,Goussonville,29494.0,10.7,9.6
78283,Grandchamp,26237.0,18.9,20.4
78285,Gressey,16574.0,27.3,28.9
78289,Grosrouvre,26077.0,17.5,16.5
78290,Guernes,30874.0,9.2,10.3
78291,Guerville,23893.0,17.6,15.1
78296,Guitrancourt,26473.0,18.6,18.4
78297,Guyancourt,32606.0,5.6,6.0
78299,Hardricourt,27464.0,15.2,17.4
78300,Hargeville,23686.0,21.3,24.2
78302,La Hauteville,25450.0,18.0,19.8
78305,Herbeville,19469.0,23.1,19.3
78307,Hermeray,24141.0,21.5,18.1
78310,Houdan,27230.0,15.8,15.6
78311,Houilles,27223.0,12.6,11.2
78314,Issou,27750.0,13.8,15.8
78317,Jambville,27799.0,17.3,17.9
78320,Notre-Dame-de-la-Mer,21782.0,20.9,20.0
78321,Jouars-Pontchartrain,26043.0,19.4,15.9
78322,Jouy-en-Josas,28327.0,10.6,9.1
78324,Jouy-Mauvoisin,26218.0,12.8,12.4
78325,Jumeauville,31746.0,8.5,8.7
78327,Juziers,27334.0,14.2,15.9
78329,Lainville-en-Vexin,29053.0,13.2,14.5
78334,Lévis-Saint-Nom,29371.0,13.8,14.9
78335,Limay,28463.0,16.5,13.4
78337,Limetz-Villez,31247.0,10.4,8.9
78343,Les Loges-en-Josas,20464.0,27.2,32.6
78344,Lommoye,25987.0,13.0,10.5
78346,Longnes,22254.0,21.7,19.3
78349,Longvilliers,24788.0,17.2,15.9
78350,Louveciennes,21844.0,20.2,17.2
78354,Magnanville,26690.0,16.6,18.1
78356,Magny-les-Hameaux,29247.0,11.7,10.8
78358,Maisons-Laffitte,30375.0,8.6,7.5
78361,Mantes-la-Jolie,25753.0,16.7,19.1
78362,Mantes-la-Ville,25149.0,16.0,13.7
78364,Marcq,30276.0,6.9,8.1
78366,Mareil-le-Guyon,27655.0,16.3,17.3
78367,Mareil-Marly,26858.0,14.9,17.8
78368,Mareil-sur-Mauldre,21515.0,21.5,25.4
78372,Marly-le-Roi,34226.0,6.0,5.0
78380,Maule,29344.0,10.4,8.4
78381,Maulette,28812.0,12.1,10.3
78382,Maurecourt,27614.0,13.4,11.6
78383,Maurepas,26845.0,19.4,21.2
78384,Médan,18979.0,22.2,20.1
78385,Ménerville,22540.0,14.3,12.6
78389,Méré,22010.0,28.6,26.4
78391,Méricourt,21394.0,22.0,20.9
78396,Le Mesnil-le-Roi,23988.0,17.5,15.5
78397,Le Mesnil-Saint-Denis,24288.0,16.8,18.0
78398,Les Mesnuls,28259.0,15.9,16.7
78401,Meulan-en-Yvelines,28032.0,8.9,9.6
78402,Mézières-sur-Seine,30744.0,11.3,9.1
78403,Mézy-sur-Seine,27650.0,13.9,15.4
78404,Millemont,25376.0,17.5,18.8
78406,Milon-la-Chapelle,22100.0,23.3,20.0
78407,Mittainville,30192.0,9.4,10.1
78410,Moisson,24139.0,17.9,15.1
78413,Mondreville,26814.0,12.0,10.9
78415,Montainville,31989.0,7.3,6.2
78416,Montalet-le-Bois,19561.0,22.7,26.3
78417,Montchauvet,31819.0,7.9,8.0
78418,Montesson,29156.0,15.5,16.8
78420,Montfort-l'Amaury,30228.0,8.8,7.2
78423,Montigny-le-Bretonneux,30363.0,10.5,9.5
78431,Morainvilliers,25344.0,16.5,14.5
78437,Mousseaux-sur-Seine,32719.0,6.4,6.1
78439,Mulcent,22471.0,20.3,20.3
78440,Les Mureaux,22323.0,18.4,15.5
78442,Neauphle-le-Château,19926.0,23.1,20.2
78443,Neauphle-le-Vieux,21987.0,20.6,20.4
78444,Neauphlette,24845.0,20.7,17.4
78451,Nézel,27431.0,13.9,14.2
78455,Noisy-le-Roi,26621.0,16.5,14.9
78460,Oinville-sur-Montcient,24087.0,17.2,16.0
78464,Orcemont,21656.0,22.2,20.6
78465,Orgerus,22370.0,20.8,22.3
78466,Orgeval,30464.0,11.2,12.2
78470,Orphin,25477.0,17.3,17.2
78472,Orsonville,26943.0,13.0,13.1
78474,Orvilliers,25844.0,16.4,13.3
78475,Osmoy,26347.0,16.4,16.7
78478,Paray-Douaville,20726.0,21.8,21.1
78481,Le Pecq,24430.0,16.6,19.8
78484,Perdreauville,28711.0,10.2,8.5
78486,Le Perray-en-Yvelines,24628.0,19.6,18.3
78490,Plaisir,22864.0,22.4,25.1
78497,Poigny-la-Forêt,20914.0,21.5,17.6
78498,Poissy,25120.0,17.0,18.2
78499,Ponthévrard,27260.0,11.1,12.0
78501,Porcheville,32615.0,10.2,11.0
78502,Le Port-Marly,26105.0,17.3,20.8
78505,Prunay-le-Temple,17285.0,24.2,21.0
78506,Prunay-en-Yvelines,29968.0,9.5,8.4
78513,La Queue-les-Yvelines,25377.0,14.6,11.9
78516,Raizeux,24737.0,16.2,14.3
78517,Rambouillet,26477.0,13.4,12.1
78518,Rennemoulin,19511.0,24.8,29.6
78520,Richebourg,25713.0,16.6,17.0
78522,Rochefort-en-Yvelines,20099.0,26.1,30.1
78528,Rolleboise,24115.0,18.1,15.9
78530,Rosay,32372.0,6.6,7.1
78531,Rosny-sur-Seine,31028.0,12.1,12.5
78536,Sailly,32451.0,8.1,8.2
78537,Saint-Arnoult-en-Yvelines,27909.0,13.7,12.1
78545,Saint-Cyr-l'École,25559.0,18.8,15.7
78548,Saint-Forget,28415.0,11.7,11.6
78550,Saint-Germain-de-la-Grange,22748.0,17.0,14.1
78551,Saint-Germain-en-Laye,24371.0,16.8,17.1
78557,Saint-Hilarion,23296.0,21.2,19.4
78558,Saint-Illiers-la-Ville,24418.0,16.2,13.8
78559,Saint-Illiers-le-Bois,24369.0,20.4,16.4
78561,Saint-Lambert,16320.0,29.4,25.5
78562,Saint-Léger-en-Yvelines,20054.0,21.3,18.4
78564,Saint-Martin-de-Bréthencourt,20634.0,25.9,29.0
78565,Saint-Martin-des-Champs,30865.0,9.7,8.1
78567,Saint-Martin-la-Garenne,19732.0,26.7,28.0
78569,Sainte-Mesme,24655.0,15.3,18.3
78571,Saint-Nom-la-Bretèche,24586.0,21.8,19.0
78575,Saint-Rémy-lès-Chevreuse,24615.0,16.4,15.9
78576,Saint-Rémy-l'Honoré,34932.0,5.6,5.0
78586,Sartrouville,29508.0,13.7,14.6
78588,Saulx-Marchais,26735.0,14.4,12.3
78590,Senlisse,28241.0,16.3,18.1
78591,Septeuil,25867.0,18.7,18.2
78597,Soindres,23807.0,24.5,26.3
78601,Sonchamp,21190.0,23.2,24.0
78605,Tacoignières,27678.0,16.4,16.6
78606,Le Tartre-Gaudran,24217.0,21.9,24.1
78608,Le Tertre-Saint-Denis,20897.0,24.8,22.4
78609,Tessancourt-sur-Aubette,23510.0,21.1,22.9
78615,Thiverval-Grignon,21340.0,19.1,22.0
78616,Thoiry,25658.0,16.5,15.9
78618,Tilly,27115.0,14.9,13.0
78620,Toussus-le-Noble,36407.0,3.7,3.2
78621,Trappes,31998.0,10.5,11.2
78623,Le Tremblay-sur-Mauldre,21865.0,23.6,28.1
78624,Triel-sur-Seine,30386.0,12.1,14.1
78638,Vaux-sur-Seine,27814.0,20.5,22.3
78640,Vélizy-Villacoublay,29432.0,13.3,14.5
78642,Verneuil-sur-Seine,32018.0,9.4,8.4
78643,Vernouillet,31379.0,8.9,8.5
78644,La Verrière,25377.0,15.3,18.2
78646,Versailles,31892.0,10.0,11.1
78647,Vert,25587.0,15.8,13.3
78650,Le Vésinet,30860.0,6.2,6.6
78653,Vicq,24073.0,15.8,15.0
78655,Vieille-Église-en-Yvelines,20904.0,21.9,25.0
78668,La Villeneuve-en-Chevrie,31181.0,10.3,11.7
78672,Villennes-sur-Seine,33026.0,11.8,9.9
78674,Villepreux,32815.0,8.4,7.3
78677,Villette,27222.0,15.1,16.3
78681,Villiers-le-Mahieu,25828.0,17.4,17.0
78683,Villiers-Saint-Frédéric,27826.0,14.6,16.9
78686,Viroflay,34627.0,6.0,4.8
78688,Voisins-le-Bretonneux,28663.0,13.6,15.5
91001,Abbéville-la-Rivière,21224.0,20.1,18.5
91016,Angerville,24763.0,16.5,18.0
91017,Angervilliers,23818.0,23.3,27.5
91021,Arpajon,26315.0,14.7,13.6
91022,Arrancourt,25337.0,17.5,14.6
91027,Athis-Mons,27203.0,13.4,14.3
91035,Authon-la-Plaine,23456.0,19.1,18.3
91037,Auvernaux,23012.0,17.3,18.4
91038,Auvers-Saint-Georges,20991.0,23.5,23.8
91041,Avrainville,24414.0,22.3,22.5
91044,Ballainvilliers,20641.0,22.5,26.2
91045,Ballancourt-sur-Essonne,25460.0,15.0,16.5
91047,Baulne,28922.0,11.3,12.5
91064,Bièvres,28617.0,10.6,9.2
91067,Blandy,18898.0,27.2,27.3
91069,Boigneville,24365.0,15.0,12.8
91075,Bois-Herpin,21277.0,26.8,31.6
91079,Boissy-la-Rivière,24428.0,18.6,17.3
91080,Boissy-le-Cutté,25156.0,19.0,15.9
91081,Boissy-le-Sec,35379.0,3.2,3.4
91085,Boissy-sous-Saint-Yon,23586.0,18.2,18.0
91086,Bondoufle,25939.0,18.6,20.9
91093,Boullay-les-Troux,29704.0,7.0,7.3
91095,Bouray-sur-Juine,26224.0,19.0,15.5
91097,Boussy-Saint-Antoine,24405.0,16.3,19.1
91098,Boutervilliers,19487.0,21.9,20.3
91099,Boutigny-sur-Essonne,29310.0,10.4,12.0
91100,Bouville,24726.0,17.4,20.8
91103,Brétigny-sur-Orge,26265.0,14.9,16.9
91105,Breuillet,27817.0,12.6,12.4
91106,Breux-Jouy,26061.0,11.8,9.5
91109,Brières-les-Scellés,25479.0,16.1,16.2
91111,Briis-sous-Forges,23868.0,17.9,17.6
91112,Brouy,28967.0,13.3,11.5
91114,Brunoy,26877.0,15.8,13.0
91115,Bruyères-le-Châtel,32277.0,8.8,8.6
91121,Buno-Bonnevaux,26391.0,14.9,17.7
91122,Bures-sur-Yvette,27231.0,13.9,14.7
91129,Cerny,23678.0,20.3,23.0
91130,Chalo-Saint-Mars,27917.0,13.4,15.1
91131,Chalou-Moulineux,24349.0,21.6,19.1
91132,Chamarande,26034.0,16.9,14.2
91135,Champcueil,28651.0,11.5,9.5
91136,Champlan,24059.0,19.6,22.6
91137,Champmotteux,24959.0,15.2,16.6
91145,Chatignonville,26090.0,15.4,15.4
91148,Chauffour-lès-Étréchy,24749.0,16.8,19.2
91156,Cheptainville,24939.0,18.6,16.0
91159,Chevannes,20701.0,24.1,26.4
91161,Chilly-Mazarin,24364.0,17.8,20.1
91174,Corbeil-Essonnes,30295.0,11.8,10.9
91175,Corbreuse,24411.0,17.6,14.2
91179,Le Coudray-Montceaux,26073.0,18.1,19.2
91180,Courances,25446.0,15.1,15.5
91184,Courdimanche-sur-Essonne,27609.0,17.5,17.7
91186,Courson-Monteloup,28488.0,14.3,13.0
91191,Crosne,24787.0,14.6,13.7
91195,Dannemois,26046.0,15.8,17.4
91198,D'Huison-Longueville,22433.0,19.7,20.9
91200,Dourdan,27995.0,14.3,13.9
91201,Draveil,24015.0,20.1,21.7
91204,Écharcon,24980.0,15.8,17.3
91207,Égly,23141.0,15.9,12.8
91215,Épinay-sous-Sénart,20600.0,30.3,28.1
91216,Épinay-sur-Orge,27799.0,17.3,19.4
91223,Étampes,29979.0,9.1,9.9
91225,Étiolles,31100.0,9.1,9.0
91226,Étréchy,19835.0,24.9,21.7
91228,Évry-Courcouronnes,25617.0,16.9,17.8
91232,La Ferté-Alais,23192.0,18.7,15.7
91235,Fleury-Mérogis,25673.0,16.6,18.5
91240,Fontaine-la-Rivière,29963.0,11.6,13.0
91243,Fontenay-lès-Briis,23341.0,21.7,21.7
91244,Fontenay-le-Vicomte,24925.0,17.2,18.5
91247,La Forêt-le-Roi,21454.0,19.0,19.7
91248,La Forêt-Sainte-Croix,20642.0,20.9,21.7
91249,Forges-les-Bains,26744.0,12.6,13.3
91272,Gif-sur-Yvette,31529.0,7.1,6.7
91273,Gironville-sur-Essonne,25343.0,15.8,18.8
91274,Gometz-la-Ville,27990.0,12.3,10.9
91275,Gometz-le-Châtel,30623.0,12.6,10.4
91284,Les Granges-le-Roi,18165.0,27.1,29.2
91286,Grigny,26025.0,16.4,17.8
91292,Guibeville,22219.0,21.4,22.9
91293,Guigneville-sur-Essonne,33063.0,7.3,8.4
91294,Guillerval,20595.0,21.9,18.4
91312,Igny,24150.0,18.3,19.0
91315,Itteville,21504.0,21.8,18.2
91318,Janville-sur-Juine,29936.0,10.0,11.2
91319,Janvry,25725.0,16.6,18.1
91326,Juvisy-sur-Orge,25207.0,18.0,17.1
91330,Lardy,26688.0,17.0,14.0
91332,Leudeville,23118.0,25.4,21.7
91333,Leuville-sur-Orge,29746.0,13.5,15.8
91338,Limours,26264.0,13.7,12.6
91339,Linas,27356.0,14.8,17.0
91340,Lisses,24743.0,16.4,14.8
91345,Longjumeau,29589.0,11.1,11.1
91347,Longpont-sur-Orge,31184.0,10.0,11.9
91359,Maisse,26892.0,14.7,16.6
91363,Marcoussis,23798.0,18.1,16.8
91374,Marolles-en-Beauce,25302.0,16.7,14.9
91376,Marolles-en-Hurepoix,25542.0,16.3,15.8
91377,Massy,28679.0,12.5,13.1
91378,Mauchamps,18918.0,24.9,22.7
91386,Mennecy,31054.0,7.8,7.2
91390,Le Mérévillois,30533.0,13.8,15.9
91393,Mérobert,24835.0,13.4,11.1
91399,Mespuits,23822.0,18.4,19.6
91405,Milly-la-Forêt,25440.0,16.3,19.3
91408,Moigny-sur-École,24994.0,17.2,15.5
91411,Les Molières,25113.0,17.1,18.9
91412,Mondeville,23811.0,17.6,20.6
91414,Monnerville,23365.0,19.4,18.1
91421,Montgeron,30827.0,9.4,10.3
91425,Montlhéry,25994.0,12.9,13.2
91432,Morangis,28154.0,12.5,14.1
91433,Morigny-Champigny,29198.0,11.9,13.5
91434,Morsang-sur-Orge,25282.0,17.6,14.2
91435,Morsang-sur-Seine,15579.0,30.7,29.3
91441,Nainville-les-Roches,15826.0,26.7,26.3
91457,La Norville,26492.0,16.5,18.4
91458,Nozay,25352.0,17.3,16.9
91461,Ollainville,28852.0,13.1,15.1
91463,Oncy-sur-École,22971.0,18.5,20.7
91468,Ormoy,25937.0,15.9,15.6
91469,Ormoy-la-Rivière,27527.0,10.3,11.8
91471,Orsay,25924.0,15.8,12.7
91473,Orveau,25952.0,15.6,13.6
91477,Palaiseau,26104.0,17.5,15.4
91479,Paray-Vieille-Poste,25438.0,17.5,14.2
91482,Pecqueuse,19722.0,25.2,28.2
91494,Le Plessis-Pâté,29610.0,9.6,7.7
91495,Plessis-Saint-Benoist,17297.0,29.6,28.5
91507,Prunay-sur-Essonne,26447.0,15.9,14.1
91508,Puiselet-le-Marais,24096.0,21.1,19.0
91511,Pussay,21506.0,21.5,25.6
91514,Quincy-sous-Sénart,27526.0,11.1,11.1
91519,Richarville,20362.0,23.6,24.0
91521,Ris-Orangis,28624.0,13.6,13.0
91525,Roinville,25737.0,19.2,17.0
91526,Roinvilliers,22917.0,18.0,15.4
91533,Saclas,25790.0,17.4,14.1
91534,Saclay,23432.0,21.0,17.3
91538,Saint-Aubin,17042.0,24.7,21.7
91540,Saint-Chéron,27593.0,13.6,13.5
91544,Saint-Cyr-la-Rivière,18789.0,24.2,27.9
91546,Saint-Cyr-sous-Dourdan,20356.0,21.4,19.1
91547,Saint-Escobille,25450.0,15.5,15.2
91549,Sainte-Geneviève-des-Bois,25834.0,18.5,17.5
91552,Saint-Germain-lès-Arpajon,24461.0,16.4,13.8
91553,Saint-Germain-lès-Corbeil,22746.0,18.3,19.6
91556,Saint-Hilaire,28673.0,10.3,10.6
91560,Saint-Jean-de-Beauregard,26555.0,15.3,13.1
91568,Saint-Maurice-Montcouronne,28381.0,12.9,15.2
91570,Saint-Michel-sur-Orge,25292.0,18.4,19.5
91573,Saint-Pierre-du-Perray,30527.0,9.5,8.2
91577,Saintry-sur-Seine,25116.0,17.6,17.9
91578,Saint-Sulpice-de-Favières,24909.0,18.5,17.9
91579,Saint-Vrain,21225.0,21.0,23.7
91581,Saint-Yon,21037.0,24.0,23.7
91587,Saulx-les-Chartreux,25741.0,20.6,23.6
91589,Savigny-sur-Orge,20484.0,23.1,27.0
91593,Sermaise,28070.0,12.4,14.0
91599,Soisy-sur-École,22394.0,21.0,21.8
91600,Soisy-sur-Seine,21931.0,22.9,25.9
91602,Souzy-la-Briche,21110.0,19.6,17.7
91613,Congerville-Thionville,21004.0,24.3,26.4
91617,Tigery,22336.0,22.0,18.2
91619,Torfou,20426.0,21.4,25.1
91629,Valpuiseaux,29005.0,10.5,10.6
91630,Le Val-Saint-Germain,20386.0,22.7,25.2
91631,Varennes-Jarcy,26133.0,17.5,16.4
91634,Vaugrigneuse,21549.0,19.2,22.7
91635,Vauhallan,27933.0,13.5,13.1
91639,Vayres-sur-Essonne,20906.0,23.3,26.1
91645,Verrières-le-Buisson,25934.0,15.1,13.0
91648,Vert-le-Grand,27208.0,16.1,18.7
91649,Vert-le-Petit,30009.0,6.9,8.3
91654,Videlles,21318.0,21.6,23.6
91657,Vigneux-sur-Seine,22757.0,21.2,22.0
91659,Villabé,20035.0,23.6,22.5
91661,Villebon-sur-Yvette,27219.0,13.4,11.0
91662,Villeconin,20765.0,24.8,21.4
91665,La Ville-du-Bois,26439.0,14.9,14.8
91666,Villejust,20899.0,23.6,19.4
91667,Villemoisson-sur-Orge,26574.0,17.7,18.7
91671,Villeneuve-sur-Auvers,23905.0,17.8,16.4
91679,Villiers-le-Bâcle,24945.0,14.9,16.7
91685,Villiers-sur-Orge,33904.0,7.5,6.5
91687,Viry-Châtillon,23915.0,14.9,13.6
91689,Wissous,22345.0,21.3,22.2
91691,Yerres,26414.0,15.7,13.4
91692,Les Ulis,31864.0,6.7,6.5
92002,Antony,37390.0,3.0,2.9
92004,Asnières-sur-Seine,35806.0,5.9,5.9
92007,Bagneux,35817.0,3.8,4.1
92009,Bois-Colombes,32013.0,10.4,11.8
92012,Boulogne-Billancourt,32264.0,7.5,7.2
92014,Bourg-la-Reine,34920.0,5.8,6.3
92019,Châtenay-Malabry,34944.0,5.7,4.9
92020,Châtillon,38364.0,3.0,3.5
92022,Chaville,30917.0,9.5,9.0
92023,Clamart,37226.0,3.0,2.5
92024,Clichy,37913.0,5.3,5.4
92025,Colombes,40577.0,3.0,2.5
92026,Courbevoie,30908.0,6.2,7.0
92032,Fontenay-aux-Roses,29187.0,9.3,7.7
92033,Garches,35934.0,3.1,3.1
92035,La Garenne-Colombes,32275.0,7.7,6.4
92036,Gennevilliers,38517.0,3.0,3.1
92040,Issy-les-Moulineaux,38442.0,3.0,2.4
92044,Levallois-Perret,38435.0,3.0,3.4
92046,Malakoff,37457.0,3.0,3.4
92047,Marnes-la-Coquette,36174.0,4.5,4.4
92048,Meudon,28603.0,8.0,7.0
92049,Montrouge,33779.0,7.9,6.9
92050,Nanterre,38244.0,3.0,3.0
92051,Neuilly-sur-Seine,36073.0,4.5,5.4
92060,Le Plessis-Robinson,36520.0,3.6,3.5
92062,Puteaux,34595.0,5.8,5.3
92063,Rueil-Malmaison,34001.0,7.3,7.0
92064,Saint-Cloud,33753.0,5.7,6.4
92071,Sceaux,31971.0,8.7,7.1
92072,Sèvres,27855.0,14.2,11.8
92073,Suresnes,36246.0,3.4,3.5
92075,Vanves,31571.0,8.3,9.6
92076,Vaucresson,36885.0,3.0,2.8
92077,Ville-d'Avray,34614.0,3.8,4.1
92078,Villeneuve-la-Garenne,28819.0,14.7,13.9
93001,Aubervilliers,26249.0,18.1,16.7
93005,Aulnay-sous-Bois,23645.0,20.3,21.6
93006,Bagnolet,24912.0,18.1,16.2
93007,Le Blanc-Mesnil,25440.0,16.4,15.8
93008,Bobigny,26732.0,14.8,12.9
93010,Bondy,23869.0,17.6,18.3
93013,Le Bourget,17535.0,29.7,33.3
93014,Clichy-sous-Bois,22887.0,21.5,18.0
93015,Coubron,20074.0,20.1,19.9
93027,La Courneuve,19236.0,25.9,24.6
93029,Drancy,22036.0,18.8,19.2
93030,Dugny,17873.0,21.7,25.4
93031,Épinay-sur-Seine,23326.0,19.2,19.0
93032,Gagny,21748.0,22.8,18.3
93033,Gournay-sur-Marne,20279.0,22.3,24.3
93039,L'Île-Saint-Denis,21858.0,23.7,19.8
93045,Les Lilas,18609.0,25.1,27.1
93046,Livry-Gargan,21494.0,18.9,19.8
93047,Montfermeil,22716.0,19.4,16.9
93048,Montreuil,22641.0,21.4,23.6
93049,Neuilly-Plaisance,20912.0,25.5,23.4
93050,Neuilly-sur-Marne,22783.0,16.7,16.2
93051,Noisy-le-Grand,23700.0,19.7,21.0
93053,Noisy-le-Sec,19644.0,23.8,24.6
93055,Pantin,22176.0,22.8,22.4
93057,Les Pavillons-sous-Bois,18644.0,26.2,23.6
93061,Le Pré-Saint-Gervais,20962.0,22.7,20.4
93062,Le Raincy,21153.0,27.4,22.5
93063,Romainville,19089.0,24.0,23.8
93064,Rosny-sous-Bois,24477.0,17.9,20.3
93066,Saint-Denis,23079.0,21.6,22.4
93070,Saint-Ouen-sur-Seine,23380.0,17.2,14.0
93071,Sevran,24608.0,16.0,18.3
93072,Stains,20535.0,21.9,20.7
93073,Tremblay-en-France,21086.0,22.8,19.2
93074,Vaujours,15903.0,31.7,37.0
93077,Villemomble,22182.0,22.2,25.0
93078,Villepinte,22568.0,18.3,19.8
93079,Villetaneuse,24354.0,16.3,15.5
94001,Ablon-sur-Seine,29191.0,15.3,16.5
94002,Alfortville,24356.0,13.9,13.3
94003,Arcueil,25434.0,17.0,20.2
94004,Boissy-Saint-Léger,29812.0,11.5,10.6
94011,Bonneuil-sur-Marne,26199.0,18.1,16.7
94015,Bry-sur-Marne,26332.0,18.2,21.7
94016,Cachan,28207.0,12.5,13.5
94017,Champigny-sur-Marne,30091.0,10.8,11.4
94018,Charenton-le-Pont,27151.0,14.8,12.7
94019,Chennevières-sur-Marne,30862.0,11.0,10.6
94021,Chevilly-Larue,25860.0,17.8,14.4
94022,Choisy-le-Roi,27954.0,11.5,10.1
94028,Créteil,31865.0,8.2,7.4
94033,Fontenay-sous-Bois,29694.0,8.0,8.6
94034,Fresnes,30549.0,10.8,11.3
94037,Gentilly,31694.0,10.5,9.3
94038,L'Haÿ-les-Roses,22878.0,15.2,14.6
94041,Ivry-sur-Seine,31024.0,14.6,12.0
94042,Joinville-le-Pont,30053.0,13.9,15.1
94043,Le Kremlin-Bicêtre,26901.0,20.4,18.0
94044,Limeil-Brévannes,34057.0,5.4,5.3
94046,Maisons-Alfort,27109.0,13.5,11.0
94047,Mandres-les-Roses,24637.0,20.4,20.9
94048,Marolles-en-Brie,28094.0,14.3,15.5
94052,Nogent-sur-Marne,27784.0,10.4,8.5
94053,Noiseau,24396.0,17.4,16.2
94054,Orly,32336.0,7.3,8.0
94055,Ormesson-sur-Marne,26404.0,14.0,12.2
94056,Périgny,26064.0,16.1,14.2
94058,Le Perreux-sur-Marne,25402.0,19.6,16.3
94059,Le Plessis-Trévise,28566.0,17.1,14.4
94060,La Queue-en-Brie,29366.0,12.6,10.5
94065,Rungis,27171.0,17.0,19.7
94067,Saint-Mandé,25041.0,14.4,12.1
94068,Saint-Maur-des-Fossés,29759.0,13.0,11.7
94069,Saint-Maurice,28504.0,14.0,16.2
94070,Santeny,26938.0,14.7,12.5
94071,Sucy-en-Brie,28885.0,11.7,11.1
94073,Thiais,29006.0,11.3,12.9
94074,Valenton,30074.0,12.5,11.7
94075,Villecresnes,31459.0,10.0,8.9
94076,Villejuif,30169.0,11.1,10.7
94077,Villeneuve-le-Roi,24625.0,21.3,25.3
94078,Villeneuve-Saint-Georges,26954.0,15.0,15.4
94079,Villiers-sur-Marne,21999.0,21.0,18.2
94080,Vincennes,31550.0,6.5,6.5
94081,Vitry-sur-Seine,30313.0,8.2,9.0
95002,Ableiges,19607.0,23.1,26.7
95008,Aincourt,22952.0,23.6,27.1
95011,Ambleville,21478.0,25.5,28.1
95012,Amenucourt,22017.0,22.1,26.2
95014,Andilly,33811.0,4.2,3.9
95018,Argenteuil,29734.0,10.9,10.4
95019,Arnouville,25539.0,13.7,12.7
95023,Arronville,21600.0,21.3,23.9
95024,Arthies,18967.0,23.7,23.1
95026,Asnières-sur-Oise,23191.0,21.3,20.1
95028,Attainville,21431.0,21.9,22.6
95039,Auvers-sur-Oise,25423.0,16.5,15.0
95040,Avernes,21483.0,18.7,19.7
95042,Baillet-en-France,22951.0,22.2,24.9
95046,Banthelu,19578.0,23.6,24.5
95051,Beauchamp,25658.0,17.3,14.0
95052,Beaumont-sur-Oise,23842.0,19.2,23.0
95054,Le Bellay-en-Vexin,21946.0,19.4,23.0
95055,Bellefontaine,21806.0,22.6,20.1
95056,Belloy-en-France,24215.0,20.1,18.8
95058,Bernes-sur-Oise,24451.0,15.1,16.0
95059,Berville,24331.0,20.1,16.4
95060,Bessancourt,25084.0,15.0,15.1
95061,Béthemont-la-Forêt,18723.0,25.6,26.5
95063,Bezons,24202.0,17.8,16.0
95074,Boisemont,27644.0,13.5,11.9
95078,Boissy-l'Aillerie,25709.0,15.8,18.5
95088,Bonneuil-en-France,20884.0,23.8,27.3
