CODGEO,NOM_COMMUNE,POPULATION,DEP,REG,MED21,TP6021,MEN_PAUV,SOURCE_REVENUS
77335,Chauconin-Neufmontiers,3784,77,11,22742.0,20.4,21.2,insee_stats_dep_2022
77336,Neufmoutiers-en-Brie,1338,77,11,23284.0,18.3,20.5,insee_stats_dep_2022
77337,Noisiel,16053,77,11,27443.0,15.4,13.7,insee_stats_dep_2022
77338,Noisy-Rudignon,580,77,11,25408.0,16.9,15.7,insee_stats_dep_2022
77339,Noisy-sur-École,1797,77,11,20379.0,23.7,20.5,insee_stats_dep_2022
77340,Nonville,591,77,11,22900.0,21.6,23.7,insee_stats_dep_2022
77341,Noyen-sur-Seine,369,77,11,27680.0,15.5,13.1,insee_stats_dep_2022
77342,Obsonville,126,77,11,25361.0,15.4,16.3,insee_stats_dep_2022
77343,Ocquerre,378,77,11,20135.0,21.9,18.8,insee_stats_dep_2022
77344,Oissery,2496,77,11,28265.0,15.0,14.8,insee_stats_dep_2022
77345,Orly-sur-Morin,656,77,11,27375.0,16.3,16.0,insee_stats_dep_2022
77347,Les Ormes-sur-Voulzie,864,77,11,24747.0,16.2,13.0,insee_stats_dep_2022
77348,Ormesson,242,77,11,18848.0,26.5,27.3,insee_stats_dep_2022
77349,Othis,6717,77,11,26519.0,11.3,9.2,insee_stats_dep_2022
77350,Ozoir-la-Ferrière,21238,77,11,26387.0,14.0,14.0,insee_stats_dep_2022
77352,Ozouer-le-Voulgis,2050,77,11,19297.0,23.3,18.7,insee_stats_dep_2022
77353,Paley,483,77,11,24796.0,21.6,21.9,insee_stats_dep_2022
77354,Pamfou,983,77,11,23657.0,18.1,16.1,insee_stats_dep_2022
77355,Paroy,187,77,11,25601.0,16.7,14.0,insee_stats_dep_2022
77356,Passy-sur-Seine,49,77,11,24886.0,17.2,19.3,insee_stats_dep_2022
77357,Pécy,849,77,11,23825.0,19.4,19.5,insee_stats_dep_2022
77358,Penchard,1373,77,11,22579.0,20.8,23.2,insee_stats_dep_2022
77359,Perthes,2073,77,11,26063.0,13.8,11.5,insee_stats_dep_2022
77360,Pézarches,410,77,11,23019.0,21.1,24.2,insee_stats_dep_2022
77361,Pierre-Levée,480,77,11,20861.0,19.8,18.2,insee_stats_dep_2022
77363,Le Pin,1530,77,11,22600.0,23.1,23.1,insee_stats_dep_2022
77364,Le Plessis-aux-Bois,261,77,11,22067.0,21.1,25.2,insee_stats_dep_2022
77365,Le Plessis-Feu-Aussoux,597,77,11,27702.0,15.0,13.5,insee_stats_dep_2022
77366,Le Plessis-l'Évêque,291,77,11,20890.0,22.6,22.9,insee_stats_dep_2022
77367,Le Plessis-Placy,305,77,11,16050.0,30.5,34.8,insee_stats_dep_2022
77368,Poigny,501,77,11,24833.0,16.6,15.3,insee_stats_dep_2022
77369,Poincy,797,77,11,26445.0,16.5,15.8,insee_stats_dep_2022
77370,Poligny,825,77,11,24209.0,18.3,20.4,insee_stats_dep_2022
77371,Pommeuse,3049,77,11,25429.0,16.2,16.6,insee_stats_dep_2022
77372,Pomponne,4215,77,11,25549.0,17.4,16.5,insee_stats_dep_2022
77373,Pontault-Combault,39096,77,11,25051.0,16.0,15.0,insee_stats_dep_2022
77374,Pontcarré,2136,77,11,25736.0,16.5,16.0,insee_stats_dep_2022
77376,Précy-sur-Marne,747,77,11,26717.0,13.2,12.1,insee_stats_dep_2022
77377,Presles-en-Brie,2369,77,11,28125.0,12.1,12.0,insee_stats_dep_2022
77378,Pringy,3864,77,11,24178.0,19.6,23.1,insee_stats_dep_2022
77379,Provins,11632,77,11,26403.0,16.3,18.3,insee_stats_dep_2022
77380,Puisieux,317,77,11,29078.0,11.4,12.3,insee_stats_dep_2022
77381,Quiers,650,77,11,20658.0,22.3,19.5,insee_stats_dep_2022
77382,Quincy-Voisins,5547,77,11,25918.0,18.5,19.4,insee_stats_dep_2022
77383,Rampillon,836,77,11,22182.0,21.8,25.0,insee_stats_dep_2022
77384,Réau,2127,77,11,21521.0,24.2,19.5,insee_stats_dep_2022
77385,Rebais,2294,77,11,25321.0,19.2,16.9,insee_stats_dep_2022
77386,Recloses,633,77,11,22914.0,20.3,16.3,insee_stats_dep_2022
77387,Remauville,449,77,11,15815.0,26.3,26.7,insee_stats_dep_2022
77388,Reuil-en-Brie,798,77,11,18108.0,24.7,27.3,insee_stats_dep_2022
77389,La Rochette,3932,77,11,23376.0,22.5,22.0,insee_stats_dep_2022
77390,Roissy-en-Brie,23229,77,11,32398.0,12.0,14.0,insee_stats_dep_2022
77391,Rouilly,496,77,11,23926.0,23.4,20.0,insee_stats_dep_2022
77392,Rouvres,1038,77,11,22828.0,17.3,15.2,insee_stats_dep_2022
77393,Rozay-en-Brie,2860,77,11,24336.0,17.9,19.4,insee_stats_dep_2022
77394,Rubelles,3537,77,11,25365.0,20.2,22.5,insee_stats_dep_2022
77395,Rumont,125,77,11,20390.0,21.3,25.1,insee_stats_dep_2022
77396,Rupéreux,106,77,11,18254.0,25.3,21.7,insee_stats_dep_2022
77397,Saâcy-sur-Marne,1878,77,11,21351.0,19.7,22.7,insee_stats_dep_2022
77398,Sablonnières,791,77,11,31704.0,10.5,10.8,insee_stats_dep_2022
77400,Saint-Augustin,1888,77,11,23452.0,17.3,17.3,insee_stats_dep_2022
77401,Sainte-Aulde,706,77,11,18740.0,23.6,25.4,insee_stats_dep_2022
77402,Saint-Barthélemy,335,77,11,27479.0,14.1,14.3,insee_stats_dep_2022
77403,Saint-Brice,819,77,11,22508.0,21.2,23.2,insee_stats_dep_2022
77404,Sainte-Colombe,1781,77,11,24202.0,17.8,18.1,insee_stats_dep_2022
77405,Saint-Cyr-sur-Morin,1976,77,11,25613.0,14.6,16.6,insee_stats_dep_2022
77406,Saint-Denis-lès-Rebais,966,77,11,26958.0,14.2,12.9,insee_stats_dep_2022
77407,Saint-Fargeau-Ponthierry,15724,77,11,25740.0,17.2,19.1,insee_stats_dep_2022
77408,Saint-Fiacre,523,77,11,19246.0,26.2,21.7,insee_stats_dep_2022
77409,Saint-Germain-Laval,2888,77,11,26392.0,14.4,15.4,insee_stats_dep_2022
77410,Saint-Germain-Laxis,742,77,11,23297.0,19.2,20.3,insee_stats_dep_2022
77411,Saint-Germain-sous-Doue,549,77,11,24374.0,19.8,17.3,insee_stats_dep_2022
77412,Saint-Germain-sur-École,365,77,11,30028.0,9.3,10.4,insee_stats_dep_2022
77413,Saint-Germain-sur-Morin,3902,77,11,21432.0,22.8,25.3,insee_stats_dep_2022
77414,Saint-Hilliers,474,77,11,19947.0,24.2,26.6,insee_stats_dep_2022
77415,Saint-Jean-les-Deux-Jumeaux,1298,77,11,15632.0,30.7,33.7,insee_stats_dep_2022
77416,Saint-Just-en-Brie,265,77,11,19110.0,25.3,29.9,insee_stats_dep_2022
77417,Saint-Léger,244,77,11,26356.0,14.2,16.3,insee_stats_dep_2022
77418,Saint-Loup-de-Naud,848,77,11,19399.0,27.7,33.2,insee_stats_dep_2022
77419,Saint-Mammès,3162,77,11,25037.0,16.8,19.2,insee_stats_dep_2022
77420,Saint-Mard,3832,77,11,25479.0,14.8,12.3,insee_stats_dep_2022
77421,Saint-Mars-Vieux-Maisons,244,77,11,29839.0,12.8,14.7,insee_stats_dep_2022
77423,Saint-Martin-des-Champs,661,77,11,17739.0,27.9,23.9,insee_stats_dep_2022
77424,Saint-Martin-du-Boschet,257,77,11,25195.0,18.0,16.5,insee_stats_dep_2022
77425,Saint-Martin-en-Bière,746,77,11,28085.0,13.9,13.3,insee_stats_dep_2022
77426,Saint-Méry,334,77,11,16528.0,25.0,24.5,insee_stats_dep_2022
77427,Saint-Mesmes,579,77,11,22021.0,22.9,18.9,insee_stats_dep_2022
77428,Saint-Ouen-en-Brie,837,77,11,24105.0,19.4,22.7,insee_stats_dep_2022
77429,Saint-Ouen-sur-Morin,529,77,11,29425.0,8.1,8.4,insee_stats_dep_2022
77430,Saint-Pathus,6479,77,11,27497.0,14.0,12.7,insee_stats_dep_2022
77431,Saint-Pierre-lès-Nemours,5401,77,11,25640.0,15.5,15.5,insee_stats_dep_2022
77432,Saint-Rémy-de-la-Vanne,985,77,11,25808.0,15.1,16.7,insee_stats_dep_2022
77433,Beautheil-Saints,2093,77,11,24419.0,21.1,24.9,insee_stats_dep_2022
77434,Saint-Sauveur-lès-Bray,350,77,11,26564.0,18.3,15.8,insee_stats_dep_2022
77435,Saint-Sauveur-sur-École,1125,77,11,16879.0,25.0,24.9,insee_stats_dep_2022
77436,Saint-Siméon,883,77,11,21526.0,22.6,19.4,insee_stats_dep_2022
77437,Saint-Soupplets,3542,77,11,24021.0,17.3,20.1,insee_stats_dep_2022
77438,Saint-Thibault-des-Vignes,6831,77,11,22214.0,23.8,28.3,insee_stats_dep_2022
77439,Salins,1165,77,11,27972.0,9.9,9.5,insee_stats_dep_2022
77440,Sammeron,1178,77,11,22734.0,19.1,18.9,insee_stats_dep_2022
77441,Samois-sur-Seine,2126,77,11,21675.0,20.2,23.7,insee_stats_dep_2022
77442,Samoreau,2384,77,11,29462.0,11.8,12.9,insee_stats_dep_2022
77443,Sancy,401,77,11,28167.0,12.9,11.3,insee_stats_dep_2022
77444,Sancy-lès-Provins,339,77,11,24008.0,20.6,21.5,insee_stats_dep_2022
77445,Savigny-le-Temple,31148,77,11,24024.0,23.4,22.8,insee_stats_dep_2022
77446,Savins,617,77,11,18997.0,26.2,22.9,insee_stats_dep_2022
77447,Seine-Port,1742,77,11,15738.0,34.4,29.6,insee_stats_dep_2022
77448,Sept-Sorts,616,77,11,27829.0,16.9,15.9,insee_stats_dep_2022
77449,Serris,10326,77,11,21684.0,24.3,25.3,insee_stats_dep_2022
77450,Servon,3565,77,11,30806.0,9.8,11.5,insee_stats_dep_2022
77451,Signy-Signets,638,77,11,32314.0,8.2,7.2,insee_stats_dep_2022
77452,Sigy,66,77,11,20644.0,22.5,19.8,insee_stats_dep_2022
77453,Sivry-Courtry,1124,77,11,25440.0,19.0,20.3,insee_stats_dep_2022
77454,Sognolles-en-Montois,371,77,11,25520.0,15.1,17.6,insee_stats_dep_2022
77455,Soignolles-en-Brie,2021,77,11,27086.0,14.3,14.1,insee_stats_dep_2022
77456,Soisy-Bouy,850,77,11,14880.0,32.0,27.6,insee_stats_dep_2022
77457,Solers,1336,77,11,26705.0,16.5,14.5,insee_stats_dep_2022
77458,Souppes-sur-Loing,4952,77,11,21028.0,22.7,25.3,insee_stats_dep_2022
77459,Sourdun,1541,77,11,20657.0,25.6,27.7,insee_stats_dep_2022
77460,Tancrou,340,77,11,23591.0,19.4,15.9,insee_stats_dep_2022
77461,Thénisy,297,77,11,14880.0,32.1,33.4,insee_stats_dep_2022
77462,Thieux,778,77,11,21122.0,19.8,23.2,insee_stats_dep_2022
77463,Thomery,3384,77,11,23469.0,20.8,20.8,insee_stats_dep_2022
77464,Thorigny-sur-Marne,10440,77,11,27317.0,13.1,12.6,insee_stats_dep_2022
77465,Thoury-Férottes,649,77,11,20895.0,23.8,21.8,insee_stats_dep_2022
77466,Tigeaux,421,77,11,21582.0,19.3,15.8,insee_stats_dep_2022
77467,La Tombe,208,77,11,18200.0,28.1,23.2,insee_stats_dep_2022
77468,Torcy,22810,77,11,24991.0,19.4,22.0,insee_stats_dep_2022
77469,Touquin,1253,77,11,24655.0,17.5,14.9,insee_stats_dep_2022
77470,Tournan-en-Brie,8274,77,11,24264.0,17.8,17.5,insee_stats_dep_2022
77471,Tousson,334,77,11,21574.0,16.8,16.1,insee_stats_dep_2022
77472,La Trétoire,459,77,11,25114.0,19.9,21.0,insee_stats_dep_2022
77473,Treuzy-Levelay,458,77,11,25829.0,12.5,11.9,insee_stats_dep_2022
77474,Trilbardou,700,77,11,15812.0,29.5,26.3,insee_stats_dep_2022
77475,Trilport,5146,77,11,31770.0,12.4,13.1,insee_stats_dep_2022
77476,Trocy-en-Multien,233,77,11,24720.0,18.6,15.6,insee_stats_dep_2022
77477,Ury,882,77,11,16579.0,28.7,24.8,insee_stats_dep_2022
77478,Ussy-sur-Marne,1058,77,11,24635.0,11.1,10.7,insee_stats_dep_2022
77479,Vaires-sur-Marne,13931,77,11,23714.0,21.1,24.7,insee_stats_dep_2022
77480,Valence-en-Brie,1007,77,11,18383.0,23.5,19.6,insee_stats_dep_2022
77481,Vanvillé,197,77,11,25515.0,15.3,14.3,insee_stats_dep_2022
77482,Varennes-sur-Seine,3748,77,11,22342.0,21.2,21.8,insee_stats_dep_2022
77483,Varreddes,2167,77,11,29314.0,13.6,12.4,insee_stats_dep_2022
77484,Vaucourtois,277,77,11,17324.0,27.2,27.1,insee_stats_dep_2022
77485,Le Vaudoué,731,77,11,18783.0,22.3,23.0,insee_stats_dep_2022
77486,Vaudoy-en-Brie,872,77,11,26438.0,14.1,16.8,insee_stats_dep_2022
77487,Vaux-le-Pénil,11474,77,11,29048.0,15.2,12.4,insee_stats_dep_2022
77489,Vaux-sur-Lunain,229,77,11,22292.0,23.9,20.3,insee_stats_dep_2022
77490,Vendrest,686,77,11,25053.0,16.3,17.6,insee_stats_dep_2022
77492,Verdelot,620,77,11,23775.0,16.5,18.8,insee_stats_dep_2022
77493,Verneuil-l'Étang,3223,77,11,18104.0,24.4,26.3,insee_stats_dep_2022
77494,Vernou-la-Celle-sur-Seine,2630,77,11,26155.0,18.5,20.9,insee_stats_dep_2022
77495,Vert-Saint-Denis,9291,77,11,25189.0,19.7,20.5,insee_stats_dep_2022
77496,Vieux-Champagne,192,77,11,23781.0,17.5,17.5,insee_stats_dep_2022
77498,Vignely,322,77,11,31395.0,8.8,10.0,insee_stats_dep_2022
77500,Villebéon,452,77,11,21193.0,24.0,19.5,insee_stats_dep_2022
77501,Villecerf,724,77,11,22889.0,20.6,23.4,insee_stats_dep_2022
77504,Villemaréchal,1055,77,11,29337.0,12.2,10.3,insee_stats_dep_2022
77505,Villemareuil,386,77,11,18747.0,27.8,29.3,insee_stats_dep_2022
77506,Villemer,759,77,11,24873.0,16.4,17.1,insee_stats_dep_2022
77507,Villenauxe-la-Petite,453,77,11,24441.0,18.2,15.1,insee_stats_dep_2022
77508,Villeneuve-le-Comte,1872,77,11,20940.0,25.9,27.2,insee_stats_dep_2022
77509,Villeneuve-les-Bordes,610,77,11,23039.0,21.7,21.1,insee_stats_dep_2022
77510,Villeneuve-Saint-Denis,1369,77,11,19626.0,20.5,18.0,insee_stats_dep_2022
77511,Villeneuve-sous-Dammartin,595,77,11,24648.0,18.5,20.8,insee_stats_dep_2022
77512,Villeneuve-sur-Bellot,1151,77,11,27607.0,15.2,12.9,insee_stats_dep_2022
77513,Villenoy,5127,77,11,30310.0,11.8,12.2,insee_stats_dep_2022
77514,Villeparisis,26946,77,11,24895.0,19.1,19.5,insee_stats_dep_2022
77515,Villeroy,711,77,11,28781.0,11.8,11.3,insee_stats_dep_2022
77516,Ville-Saint-Jacques,815,77,11,21927.0,19.8,17.8,insee_stats_dep_2022
77517,Villevaudé,2132,77,11,27513.0,16.3,17.2,insee_stats_dep_2022
77518,Villiers-en-Bière,242,77,11,17107.0,23.5,22.2,insee_stats_dep_2022
77519,Villiers-Saint-Georges,1160,77,11,20771.0,24.5,20.1,insee_stats_dep_2022
77520,Villiers-sous-Grez,706,77,11,24692.0,17.0,16.8,insee_stats_dep_2022
77521,Villiers-sur-Morin,2083,77,11,25258.0,17.2,16.4,insee_stats_dep_2022
77522,Villiers-sur-Seine,278,77,11,18525.0,24.6,29.2,insee_stats_dep_2022
77523,Villuis,272,77,11,25519.0,17.2,18.3,insee_stats_dep_2022
77524,Vimpelles,512,77,11,26617.0,20.7,17.1,insee_stats_dep_2022
77525,Vinantes,381,77,11,23758.0,21.2,18.2,insee_stats_dep_2022
77526,Vincy-Manœuvre,271,77,11,29159.0,12.7,10.9,insee_stats_dep_2022
77527,Voinsles,580,77,11,24730.0,21.5,18.2,insee_stats_dep_2022
77528,Voisenon,1170,77,11,19389.0,27.4,24.1,insee_stats_dep_2022
77529,Voulangis,1541,77,11,19968.0,22.9,18.8,insee_stats_dep_2022
77530,Voulton,295,77,11,23364.0,19.9,19.4,insee_stats_dep_2022
77531,Voulx,1626,77,11,23788.0,18.6,20.4,insee_stats_dep_2022
77532,Vulaines-lès-Provins,80,77,11,25458.0,13.2,13.0,insee_stats_dep_2022
77533,Vulaines-sur-Seine,2730,77,11,27805.0,15.0,12.4,insee_stats_dep_2022
77534,Yèbles,980,77,11,23479.0,18.2,17.3,insee_stats_dep_2022
78003,Ablis,3913,78,11,27598.0,13.6,15.2,insee_stats_dep_2022
78005,Achères,22241,78,11,31943.0,8.4,7.5,insee_stats_dep_2022
78006,Adainville,673,78,11,24950.0,16.3,17.3,insee_stats_dep_2022
78007,Aigremont,1075,78,11,25751.0,17.2,15.5,insee_stats_dep_2022
78009,Allainville,281,78,11,33563.0,7.3,6.7,insee_stats_dep_2022
78010,Les Alluets-le-Roi,1390,78,11,18993.0,25.6,30.0,insee_stats_dep_2022
78013,Andelu,550,78,11,20683.0,22.2,20.6,insee_stats_dep_2022
78015,Andrésy,13834,78,11,30485.0,10.1,8.1,insee_stats_dep_2022
78020,Arnouville-lès-Mantes,951,78,11,27432.0,13.3,13.7,insee_stats_dep_2022
78029,Aubergenville,12723,78,11,29712.0,11.8,11.4,insee_stats_dep_2022
78030,Auffargis,1963,78,11,22801.0,20.7,16.6,insee_stats_dep_2022
78031,Auffreville-Brasseuil,671,78,11,21258.0,19.3,18.2,insee_stats_dep_2022
78033,Aulnay-sur-Mauldre,1180,78,11,26547.0,16.6,15.1,insee_stats_dep_2022
78034,Auteuil,1020,78,11,28724.0,16.4,18.0,insee_stats_dep_2022
78036,Autouillet,665,78,11,28919.0,12.5,11.3,insee_stats_dep_2022
78043,Bailly,3731,78,11,23672.0,19.5,18.8,insee_stats_dep_2022
78048,Bazainville,1469,78,11,25097.0,19.1,20.7,insee_stats_dep_2022
78049,Bazemont,1727,78,11,26705.0,19.1,19.9,insee_stats_dep_2022
78050,Bazoches-sur-Guyonne,721,78,11,24850.0,15.9,18.0,insee_stats_dep_2022
78053,Béhoust,533,78,11,31286.0,8.0,7.4,insee_stats_dep_2022
78057,Bennecourt,1747,78,11,27551.0,13.8,16.2,insee_stats_dep_2022
78062,Beynes,7704,78,11,24086.0,18.6,21.5,insee_stats_dep_2022
78068,Blaru,907,78,11,34059.0,7.2,8.5,insee_stats_dep_2022
78070,Boinville-en-Mantois,285,78,11,34650.0,6.5,6.6,insee_stats_dep_2022
78071,Boinville-le-Gaillard,597,78,11,23975.0,20.1,16.2,insee_stats_dep_2022
78072,Boinvilliers,243,78,11,22125.0,16.6,16.1,insee_stats_dep_2022
78073,Bois-d'Arcy,16586,78,11,25003.0,18.1,16.6,insee_stats_dep_2022
78076,Boissets,301,78,11,19090.0,22.7,23.1,insee_stats_dep_2022
78077,La Boissière-École,747,78,11,28030.0,15.1,13.8,insee_stats_dep_2022
78082,Boissy-Mauvoisin,615,78,11,25500.0,17.7,19.5,insee_stats_dep_2022
78084,Boissy-sans-Avoir,616,78,11,21580.0,21.8,21.8,insee_stats_dep_2022
78087,Bonnelles,2165,78,11,24832.0,21.7,17.9,insee_stats_dep_2022
78089,Bonnières-sur-Seine,5064,78,11,30146.0,13.0,12.1,insee_stats_dep_2022
78090,Bouafle,2234,78,11,26591.0,14.6,17.2,insee_stats_dep_2022
78092,Bougival,9134,78,11,21666.0,21.3,19.5,insee_stats_dep_2022
78096,Bourdonné,506,78,11,31075.0,7.4,7.8,insee_stats_dep_2022
78104,Breuil-Bois-Robert,764,78,11,23870.0,18.5,14.9,insee_stats_dep_2022
78107,Bréval,2151,78,11,26975.0,17.2,16.6,insee_stats_dep_2022
78108,Les Bréviaires,1302,78,11,33295.0,4.6,5.3,insee_stats_dep_2022
78113,Brueil-en-Vexin,652,78,11,26977.0,18.0,16.2,insee_stats_dep_2022
78117,Buc,5816,78,11,25670.0,18.1,21.7,insee_stats_dep_2022
78118,Buchelay,3360,78,11,25274.0,15.5,16.7,insee_stats_dep_2022
78120,Bullion,1916,78,11,29422.0,15.1,14.0,insee_stats_dep_2022
78123,Carrières-sous-Poissy,20825,78,11,28387.0,12.3,10.8,insee_stats_dep_2022
78124,Carrières-sur-Seine,14791,78,11,30259.0,8.6,10.3,insee_stats_dep_2022
78125,La Celle-les-Bordes,840,78,11,24868.0,18.1,14.6,insee_stats_dep_2022
78126,La Celle-Saint-Cloud,20460,78,11,26807.0,12.8,11.8,insee_stats_dep_2022
78128,Cernay-la-Ville,1516,78,11,26602.0,16.7,14.1,insee_stats_dep_2022
78133,Chambourcy,5847,78,11,30071.0,10.4,10.8,insee_stats_dep_2022
78138,Chanteloup-les-Vignes,10861,78,11,26636.0,12.7,10.9,insee_stats_dep_2022
78140,Chapet,1331,78,11,24105.0,14.8,12.9,insee_stats_dep_2022
78143,Châteaufort,1564,78,11,19522.0,22.0,18.8,insee_stats_dep_2022
78146,Chatou,30598,78,11,28068.0,15.7,15.0,insee_stats_dep_2022
78147,Chaufour-lès-Bonnières,442,78,11,27131.0,14.7,16.8,insee_stats_dep_2022
78152,Chavenay,1723,78,11,22847.0,21.8,22.1,insee_stats_dep_2022
78158,Le Chesnay-Rocquencourt,30689,78,11,28179.0,14.1,14.1,insee_stats_dep_2022
78160,Chevreuse,5502,78,11,31083.0,7.1,8.5,insee_stats_dep_2022
78162,Choisel,540,78,11,19248.0,27.0,21.9,insee_stats_dep_2022
78163,Civry-la-Forêt,373,78,11,37454.0,3.0,3.0,insee_stats_dep_2022
78164,Clairefontaine-en-Yvelines,850,78,11,16320.0,27.0,30.7,insee_stats_dep_2022
78165,Les Clayes-sous-Bois,16804,78,11,26926.0,16.4,19.1,insee_stats_dep_2022
78168,Coignières,4321,78,11,28228.0,14.4,15.4,insee_stats_dep_2022
78171,Condé-sur-Vesgre,1279,78,11,25572.0,17.8,19.8,insee_stats_dep_2022
78172,Conflans-Sainte-Honorine,36958,78,11,31734.0,10.4,11.1,insee_stats_dep_2022
78185,Courgent,414,78,11,27646.0,13.4,15.6,insee_stats_dep_2022
78188,Cravent,438,78,11,22850.0,21.1,24.7,insee_stats_dep_2022
78189,Crespières,1719,78,11,20601.0,21.4,21.4,insee_stats_dep_2022
78190,Croissy-sur-Seine,11013,78,11,29466.0,13.0,14.3,insee_stats_dep_2022
78192,Dammartin-en-Serve,1441,78,11,26107.0,18.8,17.7,insee_stats_dep_2022
78193,Dampierre-en-Yvelines,1008,78,11,21982.0,20.7,20.6,insee_stats_dep_2022
78194,Dannemarie,229,78,11,23974.0,19.0,20.6,insee_stats_dep_2022
78196,Davron,295,78,11,16843.0,28.1,24.6,insee_stats_dep_2022
78202,Drocourt,554,78,11,17260.0,26.7,25.3,insee_stats_dep_2022
78206,Ecquevilly,4279,78,11,28105.0,14.4,13.1,insee_stats_dep_2022
78208,Élancourt,26365,78,11,28304.0,14.6,12.5,insee_stats_dep_2022
78209,Émancé,872,78,11,25459.0,17.1,18.5,insee_stats_dep_2022
78217,Épône,7031,78,11,26964.0,14.7,15.5,insee_stats_dep_2022
78220,Les Essarts-le-Roi,6831,78,11,23959.0,20.1,18.9,insee_stats_dep_2022
78224,L'Étang-la-Ville,5157,78,11,25942.0,13.7,14.4,insee_stats_dep_2022
78227,Évecquemont,754,78,11,25425.0,19.0,21.5,insee_stats_dep_2022
78230,La Falaise,609,78,11,27426.0,17.4,15.4,insee_stats_dep_2022
78231,Favrieux,157,78,11,31701.0,9.2,9.4,insee_stats_dep_2022
78233,Feucherolles,3043,78,11,25679.0,18.2,18.3,insee_stats_dep_2022
78234,Flacourt,184,78,11,26462.0,14.5,16.2,insee_stats_dep_2022
78236,Flexanville,576,78,11,22612.0,18.2,21.7,insee_stats_dep_2022
78237,Flins-Neuve-Église,162,78,11,27447.0,13.8,13.2,insee_stats_dep_2022
78238,Flins-sur-Seine,2447,78,11,23702.0,21.8,23.2,insee_stats_dep_2022
78239,Follainville-Dennemont,2184,78,11,24851.0,16.1,16.2,insee_stats_dep_2022
78242,Fontenay-le-Fleury,13680,78,11,24593.0,18.2,18.9,insee_stats_dep_2022
78245,Fontenay-Mauvoisin,460,78,11,20460.0,22.0,21.6,insee_stats_dep_2022
78246,Fontenay-Saint-Père,949,78,11,27780.0,15.7,12.8,insee_stats_dep_2022
78255,Freneuse,4505,78,11,23530.0,19.7,23.2,insee_stats_dep_2022
78261,Gaillon-sur-Montcient,689,78,11,23328.0,20.1,19.8,insee_stats_dep_2022
78262,Galluis,1298,78,11,27408.0,19.9,22.4,insee_stats_dep_2022
78263,Gambais,2574,78,11,39376.0,3.2,3.3,insee_stats_dep_2022
78264,Gambaiseuil,64,78,11,23770.0,16.3,16.9,insee_stats_dep_2022
78265,Garancières,2621,78,11,29643.0,11.2,11.6,insee_stats_dep_2022
78267,Gargenville,7869,78,11,25166.0,16.0,18.2,insee_stats_dep_2022
78269,Gazeran,1492,78,11,31203.0,9.0,9.3,insee_stats_dep_2022
78276,Gommecourt,613,78,11,31063.0,10.7,12.0,insee_stats_dep_2022
78278,Goupillières,570,78,11,27238.0,15.0,13.3,insee_stats_dep_2022
78281,Goussonville,650,78,11,29494.0,10.7,9.6,insee_stats_dep_2022
78283,Grandchamp,300,78,11,26237.0,18.9,20.4,insee_stats_dep_2022
78285,Gressey,533,78,11,16574.0,27.3,28.9,insee_stats_dep_2022
78289,Grosrouvre,902,78,11,26077.0,17.5,16.5,insee_stats_dep_2022
78290,Guernes,1085,78,11,30874.0,9.2,10.3,insee_stats_dep_2022
78291,Guerville,2052,78,11,23893.0,17.6,15.1,insee_stats_dep_2022
78296,Guitrancourt,646,78,11,26473.0,18.6,18.4,insee_stats_dep_2022
78297,Guyancourt,29778,78,11,32606.0,5.6,6.0,insee_stats_dep_2022
78299,Hardricourt,2599,78,11,27464.0,15.2,17.4,insee_stats_dep_2022
78300,Hargeville,418,78,11,23686.0,21.3,24.2,insee_stats_dep_2022
78302,La Hauteville,157,78,11,25450.0,18.0,19.8,insee_stats_dep_2022
78305,Herbeville,228,78,11,19469.0,23.1,19.3,insee_stats_dep_2022
78307,Hermeray,1007,78,11,24141.0,21.5,18.1,insee_stats_dep_2022
78310,Houdan,3721,78,11,27230.0,15.8,15.6,insee_stats_dep_2022
78311,Houilles,33983,78,11,27223.0,12.6,11.2,insee_stats_dep_2022
78314,Issou,4060,78,11,27750.0,13.8,15.8,insee_stats_dep_2022
78317,Jambville,793,78,11,27799.0,17.3,17.9,insee_stats_dep_2022
78320,Notre-Dame-de-la-Mer,742,78,11,21782.0,20.9,20.0,insee_stats_dep_2022
78321,Jouars-Pontchartrain,6039,78,11,26043.0,19.4,15.9,insee_stats_dep_2022
78322,Jouy-en-Josas,7981,78,11,28327.0,10.6,9.1,insee_stats_dep_2022
78324,Jouy-Mauvoisin,554,78,11,26218.0,12.8,12.4,insee_stats_dep_2022
78325,Jumeauville,638,78,11,31746.0,8.5,8.7,insee_stats_dep_2022
78327,Juziers,4065,78,11,27334.0,14.2,15.9,insee_stats_dep_2022
78329,Lainville-en-Vexin,805,78,11,29053.0,13.2,14.5,insee_stats_dep_2022
78334,Lévis-Saint-Nom,1603,78,11,29371.0,13.8,14.9,insee_stats_dep_2022
78335,Limay,17885,78,11,28463.0,16.5,13.4,insee_stats_dep_2022
78337,Limetz-Villez,2110,78,11,31247.0,10.4,8.9,insee_stats_dep_2022
78343,Les Loges-en-Josas,1645,78,11,20464.0,27.2,32.6,insee_stats_dep_2022
78344,Lommoye,639,78,11,25987.0,13.0,10.5,insee_stats_dep_2022
78346,Longnes,1601,78,11,22254.0,21.7,19.3,insee_stats_dep_2022
78349,Longvilliers,496,78,11,24788.0,17.2,15.9,insee_stats_dep_2022
78350,Louveciennes,7990,78,11,21844.0,20.2,17.2,insee_stats_dep_2022
